claim_id,vehicle_id,driver_id,trip_id,accident_timestamp,accident_location,weather_condition,road_condition,collision_type,damaged_component,severity,estimated_repair_cost,claim_amount,fraud_flag,claim_status
C01547,V0237,D0095,T01309,2025-09-29T09:04:00,Palakkad,Heavy Rain,Wet,Rear-end,Headlight,Minor,154037,125173,No,Rejected
C01548,V0266,D0127,T05404,2025-12-29T13:02:00,Palakkad,Fog,Dry,Side,Front Bumper,Major,174774,145538,Yes,Under Review
C01549,V0371,D0662,T01139,2025-11-19T10:30:00,Kollam,Rain,Slippery,Head-on,Front Bumper,Minor,120676,108683,Yes,Rejected
C01550,V0403,D0263,T01647,2025-09-25T23:04:00,Kollam,Sunny,Slippery,Head-on,Door,Minor,47020,37910,No,Approved
C01551,V0071,D0090,T07924,2025-09-16T20:27:00,Kollam,Rain,Dry,Side,Engine Bay,Major,242763,241056,No,Under Review
C01552,V0451,D0535,T06645,2025-06-17T04:26:00,Thrissur,Sunny,Dry,Head-on,Headlight,Major,245431,209873,No,Rejected
C01553,V0221,D0585,T08094,2025-08-16T03:54:00,Palakkad,Sunny,Slippery,Head-on,Door,Minor,31638,29516,No,Rejected
C01554,V0161,D0171,T00865,2025-05-19T01:21:00,Kochi,Rain,Wet,Single Vehicle,Windshield,Major,23352,18849,No,Under Review
C01555,V0305,D0004,T09431,2025-04-05T04:09:00,Kozhikode,Cloudy,Dry,Head-on,Front Bumper,Minor,92293,75903,No,Under Review
C01556,V0093,D0275,T07780,2025-03-11T18:39:00,Kollam,Cloudy,Wet,Head-on,Headlight,Minor,52692,52368,No,Approved
C01557,V0040,D0484,T06376,2025-06-27T17:43:00,Kollam,Sunny,Slippery,Side,Front Bumper,Moderate,80637,71732,Yes,Approved
C01558,V0443,D0153,T06394,2025-02-14T12:35:00,Kozhikode,Cloudy,Slippery,Head-on,Headlight,Moderate,11511,10825,No,Under Review
C01559,V0265,D0118,T04547,2025-09-09T05:10:00,Thrissur,Sunny,Wet,Side,Headlight,Moderate,118168,112212,No,Approved
C01560,V0028,D0517,T06050,2025-11-13T17:40:00,Kochi,Fog,Wet,Side,Engine Bay,Moderate,69916,69195,No,Rejected
C01561,V0423,D0158,T04808,2025-08-10T21:48:00,Kollam,Rain,Slippery,Side,Windshield,Major,168267,165927,No,Under Review
C01562,V0240,D0349,T07322,2025-04-26T06:50:00,Thrissur,Sunny,Slippery,Side,Windshield,Minor,186059,180669,No,Under Review
C01563,V0358,D0187,T00166,2025-01-22T03:03:00,Alappuzha,Fog,Slippery,Side,Windshield,Major,236650,225292,No,Under Review
C01564,V0240,D0622,T06018,2025-12-18T14:11:00,Kollam,Heavy Rain,Dry,Head-on,Engine Bay,Moderate,173602,151266,No,Under Review
C01565,V0357,D0699,T08059,2025-10-29T01:34:00,Thrissur,Fog,Dry,Side,Windshield,Moderate,218388,204301,No,Under Review
C01566,V0370,D0085,T05568,2025-09-02T16:26:00,Kollam,Rain,Dry,Rear-end,Front Bumper,Minor,32771,28741,Yes,Approved
C01567,V0313,D0654,T08686,2025-11-01T04:41:00,Alappuzha,Rain,Slippery,Single Vehicle,Engine Bay,Major,69737,63246,No,Rejected
C01568,V0091,D0084,T09241,2025-12-07T14:38:00,Kollam,Cloudy,Wet,Side,Windshield,Minor,242671,224089,No,Rejected
C01569,V0405,D0466,T05791,2025-10-28T14:58:00,Kollam,Fog,Slippery,Single Vehicle,Rear Bumper,Minor,236251,229615,Yes,Under Review
C01570,V0402,D0642,T02239,2025-04-20T19:34:00,Kollam,Fog,Dry,Side,Engine Bay,Major,215960,211771,No,Approved
C01571,V0469,D0294,T05139,2025-12-16T02:24:00,Thrissur,Cloudy,Wet,Single Vehicle,Windshield,Major,202306,178463,No,Approved
C01572,V0073,D0327,T02183,2025-02-07T07:44:00,Kozhikode,Fog,Slippery,Head-on,Windshield,Minor,142847,116725,No,Rejected
C01573,V0221,D0145,T07094,2025-06-05T07:15:00,Kochi,Heavy Rain,Wet,Rear-end,Windshield,Moderate,154047,141890,No,Rejected
C01574,V0235,D0149,T04381,2025-11-04T05:52:00,Kozhikode,Cloudy,Dry,Side,Door,Major,146030,145757,No,Under Review
C01575,V0030,D0611,T04467,2025-02-26T22:22:00,Alappuzha,Cloudy,Dry,Single Vehicle,Front Bumper,Minor,21019,18674,Yes,Under Review
C01576,V0415,D0605,T09327,2025-01-24T02:06:00,Kochi,Rain,Wet,Single Vehicle,Engine Bay,Moderate,112297,108249,No,Rejected
C01577,V0111,D0409,T06939,2025-11-16T07:35:00,Alappuzha,Cloudy,Wet,Head-on,Engine Bay,Major,193323,191486,No,Approved
C01578,V0020,D0653,T09212,2025-02-12T11:57:00,Palakkad,Rain,Dry,Rear-end,Rear Bumper,Moderate,215049,175521,Yes,Approved
C01579,V0081,D0243,T03129,2025-02-11T00:03:00,Thrissur,Heavy Rain,Dry,Single Vehicle,Headlight,Moderate,97737,83378,No,Rejected
C01580,V0016,D0630,T08484,2025-01-29T05:27:00,Alappuzha,Heavy Rain,Slippery,Rear-end,Door,Moderate,132717,124289,No,Under Review
C01581,V0276,D0422,T00493,2025-08-07T23:45:00,Thrissur,Cloudy,Slippery,Side,Door,Minor,90608,84691,No,Rejected
C01582,V0032,D0037,T07751,2025-11-14T06:32:00,Palakkad,Heavy Rain,Wet,Single Vehicle,Windshield,Minor,216987,194114,No,Under Review
C01583,V0008,D0486,T09305,2025-03-18T15:14:00,Palakkad,Rain,Slippery,Rear-end,Engine Bay,Moderate,171739,139960,Yes,Approved
C01584,V0031,D0030,T03537,2025-01-08T17:30:00,Kozhikode,Rain,Slippery,Head-on,Headlight,Major,47684,44291,No,Rejected
C01585,V0469,D0118,T00092,2025-07-12T03:57:00,Kollam,Sunny,Dry,Side,Front Bumper,Minor,195057,180500,No,Approved
C01586,V0437,D0589,T05000,2025-10-24T22:08:00,Kollam,Rain,Wet,Side,Door,Minor,160660,138649,Yes,Approved
C01587,V0405,D0121,T00938,2025-08-20T02:13:00,Kollam,Fog,Dry,Single Vehicle,Headlight,Moderate,34405,32470,Yes,Approved
C01588,V0001,D0520,T00346,2025-03-19T22:15:00,Thrissur,Heavy Rain,Wet,Rear-end,Door,Minor,19067,16860,No,Approved
C01589,V0195,D0421,T01467,2025-04-05T05:05:00,Thrissur,Sunny,Wet,Rear-end,Rear Bumper,Minor,248380,236090,No,Under Review
C01590,V0454,D0075,T02256,2025-06-15T08:34:00,Kozhikode,Heavy Rain,Wet,Rear-end,Front Bumper,Moderate,22464,22355,Yes,Under Review
C01591,V0016,D0167,T04819,2025-12-02T18:00:00,Thrissur,Fog,Wet,Single Vehicle,Headlight,Major,97142,90396,No,Rejected
C01592,V0093,D0574,T00271,2025-03-06T10:39:00,Kozhikode,Cloudy,Slippery,Side,Door,Major,31121,30032,Yes,Under Review
C01593,V0150,D0487,T05540,2025-01-23T23:10:00,Kollam,Heavy Rain,Slippery,Side,Front Bumper,Moderate,106544,96684,No,Under Review
C01594,V0343,D0061,T01476,2025-11-26T19:05:00,Palakkad,Sunny,Dry,Side,Front Bumper,Minor,116281,97196,No,Approved
C01595,V0315,D0683,T02280,2025-01-14T22:14:00,Alappuzha,Cloudy,Dry,Head-on,Engine Bay,Moderate,197610,174403,No,Under Review
C01596,V0189,D0203,T04016,2025-09-21T02:20:00,Kochi,Heavy Rain,Wet,Side,Windshield,Major,132614,106564,No,Under Review
C01597,V0338,D0402,T02229,2025-06-10T04:02:00,Kochi,Fog,Slippery,Side,Rear Bumper,Major,235636,217676,No,Under Review
C01598,V0446,D0235,T00856,2025-03-30T00:19:00,Alappuzha,Heavy Rain,Slippery,Rear-end,Headlight,Major,44609,43313,No,Rejected
C01599,V0140,D0021,T05522,2025-05-12T00:40:00,Palakkad,Sunny,Dry,Side,Engine Bay,Moderate,52840,50254,Yes,Under Review
C01600,V0188,D0203,T06469,2025-09-01T20:51:00,Kollam,Fog,Dry,Rear-end,Rear Bumper,Major,178390,165218,No,Under Review
C01601,V0114,D0487,T08718,2025-10-23T08:04:00,Alappuzha,Cloudy,Wet,Rear-end,Rear Bumper,Major,158764,136314,No,Approved
C01602,V0043,D0635,T06112,2025-03-11T11:25:00,Thrissur,Heavy Rain,Slippery,Head-on,Door,Minor,28693,23227,Yes,Approved
C01603,V0440,D0362,T03938,2025-08-03T05:44:00,Thrissur,Fog,Slippery,Side,Rear Bumper,Minor,138770,114731,No,Rejected
C01604,V0329,D0137,T07972,2025-01-01T22:27:00,Thrissur,Fog,Slippery,Rear-end,Engine Bay,Major,98316,83876,Yes,Approved
C01605,V0334,D0679,T09103,2025-12-05T05:46:00,Kollam,Fog,Wet,Rear-end,Door,Moderate,39899,36791,Yes,Approved
C01606,V0226,D0188,T08223,2025-05-29T15:45:00,Alappuzha,Cloudy,Dry,Side,Windshield,Major,143106,117693,No,Under Review
C01607,V0497,D0475,T05735,2025-05-14T13:35:00,Palakkad,Sunny,Wet,Single Vehicle,Front Bumper,Minor,72151,66436,No,Rejected
C01608,V0500,D0196,T04733,2025-07-08T23:39:00,Kochi,Fog,Dry,Side,Headlight,Major,144285,127549,Yes,Approved
C01609,V0007,D0226,T08680,2025-07-20T04:44:00,Alappuzha,Sunny,Wet,Rear-end,Door,Major,46333,45045,No,Rejected
C01610,V0018,D0189,T01324,2025-10-06T10:33:00,Alappuzha,Sunny,Wet,Head-on,Windshield,Major,137947,126800,No,Under Review
C01611,V0097,D0245,T01528,2025-04-04T20:02:00,Kollam,Heavy Rain,Slippery,Head-on,Door,Major,71553,60503,No,Approved
C01612,V0037,D0470,T06853,2025-07-14T08:49:00,Kollam,Rain,Dry,Rear-end,Front Bumper,Moderate,141804,119902,No,Under Review
C01613,V0394,D0157,T05243,2025-01-15T04:05:00,Alappuzha,Cloudy,Dry,Single Vehicle,Headlight,Minor,124554,102531,No,Under Review
C01614,V0158,D0338,T00428,2025-05-31T08:29:00,Thrissur,Heavy Rain,Dry,Rear-end,Engine Bay,Major,42043,38217,Yes,Approved
C01615,V0394,D0279,T03314,2025-02-07T05:53:00,Alappuzha,Sunny,Dry,Side,Front Bumper,Moderate,128619,123970,Yes,Approved
C01616,V0091,D0490,T08237,2025-04-04T03:13:00,Kollam,Fog,Dry,Single Vehicle,Door,Major,78832,65795,No,Under Review
C01617,V0490,D0518,T06513,2025-02-12T15:36:00,Thrissur,Heavy Rain,Wet,Rear-end,Headlight,Major,114456,97338,No,Approved
C01618,V0107,D0382,T03822,2025-10-23T04:24:00,Kozhikode,Fog,Slippery,Side,Engine Bay,Moderate,180258,146764,Yes,Approved
C01619,V0139,D0371,T05442,2025-05-15T14:06:00,Kochi,Sunny,Slippery,Single Vehicle,Engine Bay,Major,226050,208517,No,Under Review
C01620,V0071,D0087,T06476,2025-09-10T12:38:00,Kozhikode,Fog,Dry,Side,Door,Minor,28111,26408,No,Rejected
C01621,V0145,D0016,T01532,2025-04-11T14:52:00,Alappuzha,Sunny,Wet,Rear-end,Windshield,Minor,106265,101507,No,Rejected
C01622,V0239,D0519,T05899,2025-10-20T07:11:00,Kozhikode,Fog,Wet,Single Vehicle,Headlight,Moderate,66076,58914,No,Approved
C01623,V0390,D0163,T01997,2025-04-11T11:16:00,Kochi,Cloudy,Slippery,Rear-end,Rear Bumper,Major,205555,168606,No,Rejected
C01624,V0406,D0206,T08520,2025-08-18T17:13:00,Kozhikode,Fog,Dry,Head-on,Rear Bumper,Minor,45387,44686,No,Under Review
C01625,V0082,D0396,T01719,2025-03-02T13:39:00,Alappuzha,Rain,Dry,Single Vehicle,Windshield,Moderate,119437,100522,No,Rejected
C01626,V0054,D0425,T07687,2025-07-03T02:37:00,Kozhikode,Heavy Rain,Dry,Head-on,Rear Bumper,Major,207468,182487,No,Rejected
C01627,V0107,D0638,T03286,2025-03-17T05:55:00,Alappuzha,Fog,Dry,Single Vehicle,Door,Minor,213979,213410,No,Rejected
C01628,V0103,D0642,T00012,2025-09-28T03:52:00,Kochi,Cloudy,Wet,Rear-end,Headlight,Moderate,131082,121959,No,Under Review
C01629,V0470,D0329,T05665,2025-08-13T12:01:00,Kollam,Heavy Rain,Wet,Rear-end,Front Bumper,Moderate,148605,135036,No,Rejected
C01630,V0178,D0329,T09802,2025-04-21T10:17:00,Palakkad,Sunny,Slippery,Single Vehicle,Rear Bumper,Minor,112272,95779,Yes,Rejected
C01631,V0126,D0154,T08138,2025-09-23T05:29:00,Kollam,Cloudy,Wet,Head-on,Headlight,Major,85342,68731,Yes,Rejected
C01632,V0253,D0674,T06955,2025-01-16T17:54:00,Thrissur,Fog,Slippery,Side,Headlight,Moderate,239178,197792,No,Approved
C01633,V0141,D0034,T09680,2025-08-24T14:57:00,Thrissur,Cloudy,Dry,Side,Engine Bay,Major,243660,240153,No,Rejected
C01634,V0199,D0368,T09948,2025-10-02T20:05:00,Kochi,Cloudy,Slippery,Side,Rear Bumper,Moderate,192595,182681,No,Under Review
C01635,V0247,D0159,T02195,2025-05-09T01:25:00,Kollam,Fog,Wet,Side,Headlight,Major,194657,159888,No,Rejected
C01636,V0308,D0163,T01686,2025-02-17T03:31:00,Kozhikode,Sunny,Slippery,Side,Rear Bumper,Major,73173,67035,Yes,Under Review
C01637,V0470,D0126,T01779,2025-01-17T21:20:00,Thrissur,Heavy Rain,Wet,Single Vehicle,Headlight,Major,71143,64321,No,Under Review
C01638,V0276,D0039,T00359,2025-04-03T13:55:00,Thrissur,Sunny,Wet,Head-on,Engine Bay,Major,233110,203030,Yes,Under Review
C01639,V0423,D0060,T06321,2025-04-16T17:22:00,Kollam,Rain,Dry,Head-on,Headlight,Major,101731,96909,Yes,Approved
C01640,V0315,D0664,T02621,2025-07-28T02:10:00,Palakkad,Sunny,Wet,Head-on,Front Bumper,Major,94754,81795,No,Under Review
C01641,V0164,D0112,T05325,2025-07-11T09:36:00,Palakkad,Fog,Dry,Side,Rear Bumper,Major,87556,86393,No,Rejected
C01642,V0029,D0589,T05584,2025-12-11T06:59:00,Kozhikode,Heavy Rain,Slippery,Single Vehicle,Headlight,Moderate,123192,103985,No,Rejected
C01643,V0027,D0700,T04767,2025-10-20T04:59:00,Thrissur,Fog,Slippery,Side,Front Bumper,Moderate,220754,182107,No,Rejected
C01644,V0340,D0259,T01195,2025-06-06T15:08:00,Kochi,Fog,Wet,Rear-end,Door,Minor,172260,146923,No,Rejected
C01645,V0107,D0489,T04268,2025-12-26T00:11:00,Kozhikode,Sunny,Wet,Side,Windshield,Minor,22146,20943,Yes,Under Review
C01646,V0024,D0559,T09516,2025-01-25T22:31:00,Kozhikode,Rain,Dry,Side,Headlight,Moderate,80952,80583,No,Approved
C01647,V0130,D0607,T05325,2025-05-09T01:02:00,Kollam,Sunny,Slippery,Head-on,Rear Bumper,Minor,45641,43583,No,Under Review
C01648,V0043,D0179,T02338,2025-09-05T21:37:00,Kollam,Cloudy,Dry,Rear-end,Front Bumper,Moderate,79247,69960,Yes,Approved
C01649,V0044,D0516,T04396,2025-02-21T02:07:00,Kollam,Fog,Wet,Head-on,Door,Major,202696,170613,No,Approved
C01650,V0247,D0138,T01753,2025-01-05T17:33:00,Kollam,Rain,Dry,Single Vehicle,Rear Bumper,Moderate,26704,22167,No,Rejected
C01651,V0305,D0315,T04964,2025-02-28T13:48:00,Kozhikode,Heavy Rain,Dry,Head-on,Engine Bay,Minor,40405,38153,No,Approved
C01652,V0204,D0330,T08591,2025-02-18T19:59:00,Kochi,Sunny,Wet,Single Vehicle,Rear Bumper,Minor,103928,93743,No,Rejected
C01653,V0121,D0527,T06018,2025-05-12T08:33:00,Thrissur,Cloudy,Slippery,Head-on,Windshield,Minor,116902,113665,Yes,Approved
C01654,V0475,D0422,T08798,2025-04-16T01:39:00,Palakkad,Cloudy,Slippery,Single Vehicle,Front Bumper,Minor,179952,159441,No,Rejected
C01655,V0340,D0434,T09065,2025-08-27T07:55:00,Alappuzha,Fog,Wet,Side,Door,Moderate,101895,99272,No,Under Review
C01656,V0141,D0345,T06292,2025-11-25T00:10:00,Thrissur,Sunny,Dry,Rear-end,Headlight,Major,180268,173962,No,Rejected
C01657,V0051,D0699,T09405,2025-05-19T15:33:00,Kozhikode,Rain,Slippery,Single Vehicle,Door,Moderate,247390,229613,Yes,Under Review
C01658,V0210,D0166,T07234,2025-07-22T19:25:00,Kollam,Rain,Wet,Single Vehicle,Headlight,Minor,21091,17710,No,Approved
C01659,V0440,D0378,T08284,2025-08-13T09:30:00,Kollam,Fog,Dry,Head-on,Rear Bumper,Moderate,229877,209106,No,Under Review
C01660,V0013,D0545,T00722,2025-08-31T19:16:00,Kozhikode,Cloudy,Dry,Single Vehicle,Rear Bumper,Major,66928,62924,No,Approved
C01661,V0137,D0378,T09279,2025-12-22T06:07:00,Palakkad,Heavy Rain,Wet,Rear-end,Front Bumper,Moderate,129753,124707,No,Approved
C01662,V0046,D0239,T08416,2025-11-26T21:41:00,Thrissur,Fog,Wet,Rear-end,Rear Bumper,Major,36754,32515,No,Under Review
C01663,V0344,D0215,T06423,2025-02-13T12:21:00,Kollam,Cloudy,Dry,Side,Door,Major,12838,10442,Yes,Rejected
C01664,V0396,D0161,T05146,2025-10-13T19:20:00,Thrissur,Fog,Slippery,Head-on,Front Bumper,Major,192000,177887,No,Approved
C01665,V0200,D0342,T08016,2025-10-14T16:55:00,Kochi,Sunny,Dry,Head-on,Headlight,Moderate,39337,37690,Yes,Approved
C01666,V0010,D0547,T00348,2025-05-03T19:08:00,Kozhikode,Fog,Wet,Single Vehicle,Front Bumper,Moderate,169047,162756,Yes,Approved
C01667,V0289,D0263,T09791,2025-11-14T07:17:00,Alappuzha,Sunny,Slippery,Side,Headlight,Minor,141586,119517,No,Rejected
C01668,V0411,D0018,T09473,2025-01-02T01:15:00,Alappuzha,Fog,Wet,Side,Engine Bay,Moderate,207806,192532,No,Rejected
C01669,V0138,D0220,T07001,2025-04-20T15:44:00,Kozhikode,Cloudy,Dry,Rear-end,Headlight,Moderate,158947,137060,No,Under Review
C01670,V0340,D0125,T04753,2025-08-13T13:53:00,Kollam,Sunny,Dry,Side,Rear Bumper,Major,204156,173091,No,Approved
C01671,V0382,D0041,T03097,2025-09-15T23:21:00,Kochi,Rain,Wet,Head-on,Front Bumper,Major,62435,56674,No,Under Review
C01672,V0281,D0614,T04984,2025-11-12T09:28:00,Alappuzha,Heavy Rain,Dry,Single Vehicle,Door,Minor,156483,150197,No,Approved
C01673,V0085,D0471,T07038,2025-01-16T12:36:00,Palakkad,Heavy Rain,Dry,Side,Windshield,Moderate,207514,182099,No,Approved
C01674,V0149,D0327,T02427,2025-07-29T16:54:00,Thrissur,Fog,Slippery,Single Vehicle,Rear Bumper,Moderate,157566,140714,Yes,Under Review
C01675,V0427,D0495,T01220,2025-12-30T10:55:00,Kozhikode,Cloudy,Slippery,Side,Windshield,Minor,106886,89067,No,Under Review
C01676,V0415,D0130,T02850,2025-03-09T05:08:00,Kozhikode,Fog,Dry,Single Vehicle,Headlight,Minor,107129,97448,No,Approved
C01677,V0024,D0444,T04475,2025-08-15T06:49:00,Kozhikode,Fog,Wet,Side,Windshield,Moderate,211659,208290,Yes,Under Review
C01678,V0364,D0275,T02041,2025-08-28T13:39:00,Alappuzha,Cloudy,Dry,Head-on,Rear Bumper,Moderate,163132,132374,No,Under Review
C01679,V0201,D0224,T09484,2025-10-15T22:40:00,Alappuzha,Rain,Dry,Single Vehicle,Front Bumper,Moderate,82438,80191,Yes,Approved
C01680,V0392,D0014,T00211,2025-09-29T17:53:00,Thrissur,Cloudy,Wet,Head-on,Engine Bay,Moderate,108051,86928,No,Rejected
C01681,V0125,D0078,T04379,2025-06-10T11:55:00,Palakkad,Rain,Wet,Single Vehicle,Front Bumper,Minor,108603,91078,Yes,Under Review
C01682,V0142,D0246,T07639,2025-01-25T10:49:00,Alappuzha,Fog,Slippery,Rear-end,Headlight,Minor,158482,128256,Yes,Approved
C01683,V0030,D0623,T03121,2025-01-07T15:58:00,Alappuzha,Rain,Dry,Head-on,Front Bumper,Minor,178872,172433,No,Under Review
C01684,V0009,D0367,T06622,2025-03-19T18:18:00,Thrissur,Fog,Dry,Rear-end,Rear Bumper,Minor,247086,222994,No,Approved
C01685,V0163,D0546,T03907,2025-02-10T14:50:00,Kochi,Heavy Rain,Slippery,Rear-end,Rear Bumper,Minor,68589,64744,No,Approved
C01686,V0059,D0149,T03093,2025-04-30T16:29:00,Kochi,Cloudy,Wet,Head-on,Rear Bumper,Moderate,176093,173712,Yes,Under Review
C01687,V0311,D0099,T02521,2025-11-14T11:24:00,Kozhikode,Heavy Rain,Wet,Rear-end,Front Bumper,Moderate,96064,88728,No,Rejected
C01688,V0191,D0223,T03169,2025-09-20T08:18:00,Palakkad,Fog,Dry,Head-on,Rear Bumper,Minor,178300,149934,Yes,Approved
C01689,V0430,D0116,T04336,2025-01-28T22:51:00,Kozhikode,Rain,Slippery,Rear-end,Engine Bay,Major,120966,100969,Yes,Rejected
C01690,V0178,D0479,T09573,2025-11-20T16:10:00,Thrissur,Cloudy,Dry,Rear-end,Door,Minor,12273,11068,Yes,Under Review
C01691,V0340,D0093,T01213,2025-01-04T11:21:00,Kollam,Heavy Rain,Dry,Head-on,Rear Bumper,Major,93911,75493,Yes,Rejected
C01692,V0328,D0652,T09478,2025-08-23T23:50:00,Kozhikode,Fog,Wet,Rear-end,Headlight,Moderate,152471,131027,No,Under Review
C01693,V0455,D0066,T09496,2025-02-14T19:48:00,Thrissur,Fog,Wet,Rear-end,Front Bumper,Moderate,218908,200261,No,Under Review
C01694,V0347,D0441,T04057,2025-07-30T07:53:00,Alappuzha,Fog,Wet,Head-on,Windshield,Moderate,10508,9631,No,Approved
C01695,V0290,D0365,T07395,2025-02-18T02:58:00,Kollam,Sunny,Slippery,Side,Door,Moderate,193837,161559,No,Rejected
C01696,V0052,D0411,T08249,2025-07-08T05:13:00,Kollam,Fog,Wet,Head-on,Front Bumper,Moderate,242111,215632,No,Approved
C01697,V0176,D0120,T07539,2025-05-20T11:32:00,Palakkad,Cloudy,Dry,Rear-end,Windshield,Moderate,46966,40267,Yes,Rejected
C01698,V0158,D0503,T01580,2025-01-04T13:37:00,Palakkad,Heavy Rain,Dry,Single Vehicle,Windshield,Minor,22987,22435,Yes,Under Review
C01699,V0003,D0699,T01893,2025-06-21T10:02:00,Thrissur,Rain,Slippery,Single Vehicle,Door,Minor,122276,121799,No,Under Review
C01700,V0054,D0056,T00010,2025-10-24T17:42:00,Thrissur,Heavy Rain,Dry,Rear-end,Rear Bumper,Major,73946,71004,No,Under Review
C01701,V0375,D0205,T02944,2025-08-08T23:15:00,Thrissur,Rain,Slippery,Rear-end,Rear Bumper,Major,227601,192431,Yes,Under Review
C01702,V0094,D0088,T02656,2025-02-24T20:52:00,Thrissur,Fog,Wet,Head-on,Engine Bay,Minor,114465,99204,No,Rejected
C01703,V0402,D0628,T06180,2025-06-28T03:45:00,Kollam,Cloudy,Dry,Head-on,Engine Bay,Major,152236,135038,Yes,Under Review
C01704,V0336,D0549,T00416,2025-02-06T10:09:00,Kozhikode,Cloudy,Wet,Side,Rear Bumper,Minor,235804,193544,No,Under Review
C01705,V0212,D0646,T03135,2025-02-04T05:56:00,Alappuzha,Cloudy,Wet,Side,Windshield,Major,112415,91253,No,Rejected
C01706,V0231,D0302,T07085,2025-12-02T14:24:00,Kozhikode,Fog,Slippery,Head-on,Door,Moderate,213794,186742,No,Approved
C01707,V0232,D0445,T07242,2025-12-23T22:13:00,Alappuzha,Rain,Dry,Rear-end,Engine Bay,Minor,24500,24274,No,Under Review
C01708,V0185,D0471,T07218,2025-12-18T00:49:00,Kochi,Heavy Rain,Wet,Head-on,Door,Minor,149353,137946,No,Rejected
C01709,V0129,D0673,T09168,2025-06-21T02:20:00,Kozhikode,Fog,Dry,Head-on,Door,Minor,160321,154480,No,Approved
C01710,V0383,D0093,T08807,2025-12-08T03:25:00,Kochi,Fog,Dry,Single Vehicle,Door,Moderate,164054,143876,No,Under Review
C01711,V0260,D0093,T07982,2025-12-28T22:18:00,Kozhikode,Cloudy,Wet,Rear-end,Rear Bumper,Minor,41393,38635,Yes,Under Review
C01712,V0348,D0680,T08842,2025-09-23T17:18:00,Kollam,Heavy Rain,Slippery,Side,Engine Bay,Minor,173006,156084,No,Approved
C01713,V0097,D0469,T03139,2025-04-06T05:36:00,Kollam,Sunny,Dry,Single Vehicle,Headlight,Moderate,36673,29724,No,Under Review
C01714,V0149,D0259,T04470,2025-11-22T06:40:00,Thrissur,Cloudy,Slippery,Single Vehicle,Rear Bumper,Minor,25524,25067,No,Approved
C01715,V0070,D0536,T08298,2025-07-31T01:54:00,Kochi,Sunny,Dry,Rear-end,Door,Moderate,29287,27808,No,Rejected
C01716,V0334,D0322,T07338,2025-11-11T02:48:00,Kochi,Heavy Rain,Slippery,Head-on,Front Bumper,Minor,130712,130190,No,Under Review
C01717,V0296,D0211,T05927,2025-03-05T04:52:00,Thrissur,Sunny,Dry,Rear-end,Front Bumper,Minor,188599,185354,No,Approved
C01718,V0194,D0183,T02824,2025-10-05T07:31:00,Alappuzha,Fog,Dry,Rear-end,Door,Moderate,159535,136204,Yes,Under Review
C01719,V0375,D0485,T04725,2025-06-22T08:43:00,Thrissur,Fog,Dry,Rear-end,Headlight,Moderate,130715,109440,No,Under Review
C01720,V0230,D0518,T06163,2025-06-20T18:11:00,Kollam,Fog,Slippery,Side,Headlight,Moderate,188491,172963,No,Approved
C01721,V0296,D0520,T00637,2025-03-31T22:24:00,Thrissur,Sunny,Slippery,Single Vehicle,Headlight,Minor,117942,103953,No,Under Review
C01722,V0299,D0650,T05185,2025-08-18T09:55:00,Kollam,Sunny,Wet,Head-on,Engine Bay,Minor,132173,119259,No,Approved
C01723,V0035,D0264,T02480,2025-08-23T15:07:00,Kollam,Rain,Slippery,Single Vehicle,Door,Minor,240880,228132,No,Under Review
C01724,V0336,D0582,T05456,2025-11-26T02:51:00,Kochi,Sunny,Wet,Rear-end,Rear Bumper,Major,184739,162428,Yes,Under Review
C01725,V0123,D0335,T09059,2025-08-16T17:57:00,Kochi,Fog,Dry,Single Vehicle,Headlight,Moderate,79726,72056,No,Rejected
C01726,V0170,D0347,T08514,2025-01-17T18:44:00,Thrissur,Sunny,Slippery,Head-on,Engine Bay,Minor,15186,14047,No,Under Review
C01727,V0067,D0143,T06205,2025-09-20T05:34:00,Thrissur,Sunny,Wet,Rear-end,Windshield,Major,217830,199752,Yes,Under Review
C01728,V0368,D0311,T08331,2025-06-22T23:42:00,Kollam,Cloudy,Slippery,Head-on,Rear Bumper,Minor,224024,221505,Yes,Rejected
C01729,V0230,D0327,T05493,2025-08-05T00:05:00,Palakkad,Heavy Rain,Wet,Head-on,Door,Major,27839,25148,No,Under Review
C01730,V0066,D0678,T09580,2025-01-26T11:51:00,Kochi,Rain,Slippery,Rear-end,Door,Moderate,67715,60945,No,Rejected
C01731,V0342,D0298,T04376,2025-08-26T18:07:00,Alappuzha,Rain,Wet,Side,Headlight,Major,52124,41788,Yes,Approved
C01732,V0067,D0596,T04005,2025-07-01T21:50:00,Kochi,Fog,Dry,Side,Front Bumper,Major,27651,26517,No,Under Review
C01733,V0152,D0496,T00024,2025-05-29T11:42:00,Palakkad,Rain,Dry,Side,Engine Bay,Major,85163,79448,No,Under Review
C01734,V0379,D0627,T07736,2025-09-12T20:32:00,Kozhikode,Sunny,Dry,Head-on,Rear Bumper,Major,39844,33164,Yes,Under Review
C01735,V0466,D0115,T04362,2025-03-10T12:59:00,Kochi,Fog,Slippery,Side,Windshield,Moderate,209282,193512,No,Under Review
C01736,V0346,D0699,T07577,2025-10-09T12:37:00,Kochi,Sunny,Dry,Single Vehicle,Headlight,Moderate,81527,75999,No,Under Review
