service_id,vehicle_id,engine_serial_no,service_date,service_type,service_category,fault_code,diagnosis,technician,workshop,parts_replaced,labour_cost,parts_cost,total_cost,downtime_hours,next_service_due,warranty_claim,service_status
S03535,V0090,ESN851319,2025-01-26,Engine Diagnostics,Preventive,P0012,Low oil pressure,TECH370,AutoMind Central,Battery,1988,15817,17805,9.3,2025-07-25,No,Completed
S03536,V0446,ESN658460,2025-02-17,Oil Change,Preventive,P0000,Brake wear,TECH388,AutoMind Central,Battery,4443,17783,22226,1.8,2025-08-16,No,Pending
S03537,V0386,ESN747417,2025-11-25,Routine Service,Emergency,P0300,Battery degradation,TECH845,AutoMind Central,Oil Filter,2649,13265,15914,2.9,2026-05-24,No,Completed
S03538,V0062,ESN811414,2025-07-19,Routine Service,Emergency,P0171,Brake wear,TECH512,Kerala Truck Service,Battery,2409,18403,20812,1.2,2026-01-15,Yes,Completed
S03539,V0217,ESN569785,2025-06-10,Brake Service,Preventive,P0171,Low oil pressure,TECH678,Kerala Truck Service,Brake Pads,5754,7193,12947,10.2,2025-12-07,No,Completed
S03540,V0429,ESN678947,2025-11-24,Battery Replacement,Preventive,P0012,Brake wear,TECH532,Prime Motors,Oil Filter,1254,16111,17365,4.5,2026-05-23,Yes,Pending
S03541,V0415,ESN578154,2025-03-25,Routine Service,Corrective,P0012,Engine overheating,TECH413,Prime Motors,Brake Pads,5266,1122,6388,8.9,2025-09-21,Yes,Pending
S03542,V0305,ESN247312,2025-09-24,Battery Replacement,Preventive,P0012,Low oil pressure,TECH294,Prime Motors,Air Filter,3224,8756,11980,2.7,2026-03-23,No,Pending
S03543,V0434,ESN332922,2025-12-28,Engine Diagnostics,Emergency,P0420,Routine inspection,TECH434,Kerala Truck Service,Brake Pads,3482,7217,10699,9.9,2026-06-26,Yes,Completed
S03544,V0329,ESN341467,2025-10-01,Battery Replacement,Preventive,P0012,Routine inspection,TECH887,AutoMind Central,Spark Plug,4487,17581,22068,9.5,2026-03-30,No,Completed
S03545,V0054,ESN974901,2025-03-26,Cooling System,Emergency,P0420,Battery degradation,TECH775,FleetCare Kochi,Coolant Hose,4480,17087,21567,1.6,2025-09-22,No,Completed
S03546,V0176,ESN863927,2025-07-15,Brake Service,Preventive,P0171,Routine inspection,TECH258,Kerala Truck Service,Battery,3306,7446,10752,7.8,2026-01-11,No,Completed
S03547,V0170,ESN569516,2025-02-07,Brake Service,Preventive,P0420,Low oil pressure,TECH460,AutoMind Central,Spark Plug,2285,16515,18800,2.1,2025-08-06,Yes,Pending
S03548,V0323,ESN473557,2025-07-03,Brake Service,Corrective,P0000,Engine overheating,TECH181,FleetCare Kochi,Spark Plug,5815,20000,25815,1.9,2025-12-30,No,Pending
S03549,V0075,ESN352048,2025-09-15,Battery Replacement,Emergency,P0000,Low oil pressure,TECH709,Kerala Truck Service,Oil Filter,3970,772,4742,1.3,2026-03-14,Yes,Completed
S03550,V0160,ESN253551,2025-09-14,Routine Service,Emergency,P0420,Routine inspection,TECH271,Prime Motors,Air Filter,1978,16370,18348,5.5,2026-03-13,No,Completed
S03551,V0089,ESN163144,2025-01-09,Battery Replacement,Preventive,P0420,Brake wear,TECH971,AutoMind Central,Battery,5105,17098,22203,5.3,2025-07-08,Yes,Pending
S03552,V0320,ESN466850,2025-01-20,Brake Service,Emergency,P0300,Routine inspection,TECH979,FleetCare Kochi,Brake Pads,5795,671,6466,11.1,2025-07-19,No,Completed
S03553,V0012,ESN491919,2025-07-27,Cooling System,Preventive,P0000,Low oil pressure,TECH971,AutoMind Central,Battery,2916,13558,16474,7.4,2026-01-23,Yes,Completed
S03554,V0048,ESN915035,2025-10-21,Routine Service,Preventive,P0300,Brake wear,TECH756,AutoMind Central,Battery,3952,18300,22252,4.4,2026-04-19,Yes,Completed
S03555,V0022,ESN873081,2025-01-20,Routine Service,Preventive,P0171,Low oil pressure,TECH305,Kerala Truck Service,Oil Filter,5249,17844,23093,11.2,2025-07-19,Yes,Completed
S03556,V0424,ESN741135,2025-08-08,Oil Change,Emergency,P0012,Brake wear,TECH452,Prime Motors,Battery,2808,6914,9722,9.7,2026-02-04,No,Completed
S03557,V0159,ESN321528,2025-10-09,Cooling System,Corrective,P0420,Engine overheating,TECH458,Kerala Truck Service,Battery,3963,17757,21720,4.6,2026-04-07,Yes,Completed
S03558,V0120,ESN414160,2025-08-19,Cooling System,Corrective,P0420,Battery degradation,TECH224,Kerala Truck Service,Brake Pads,2419,14881,17300,9.5,2026-02-15,Yes,Pending
S03559,V0197,ESN722867,2025-06-18,Battery Replacement,Preventive,P0420,Engine overheating,TECH418,Prime Motors,Battery,1605,13649,15254,3.2,2025-12-15,No,Completed
S03560,V0177,ESN120451,2025-03-26,Engine Diagnostics,Emergency,P0300,Low oil pressure,TECH777,FleetCare Kochi,Brake Pads,2492,19562,22054,10.9,2025-09-22,No,Pending
S03561,V0233,ESN700103,2025-08-14,Oil Change,Emergency,P0171,Brake wear,TECH975,Kerala Truck Service,Battery,2732,8946,11678,11.3,2026-02-10,Yes,Completed
S03562,V0139,ESN522238,2025-04-07,Routine Service,Corrective,P0171,Routine inspection,TECH120,AutoMind Central,Brake Pads,2648,16428,19076,7.8,2025-10-04,No,Completed
S03563,V0205,ESN406819,2025-07-14,Engine Diagnostics,Emergency,P0420,Brake wear,TECH645,Kerala Truck Service,Coolant Hose,1128,13384,14512,4.6,2026-01-10,Yes,Pending
S03564,V0143,ESN393812,2025-02-06,Brake Service,Preventive,P0420,Battery degradation,TECH894,Prime Motors,Coolant Hose,5532,7303,12835,3.5,2025-08-05,Yes,Pending
S03565,V0460,ESN512015,2025-05-23,Oil Change,Emergency,P0171,Low oil pressure,TECH347,Kerala Truck Service,Air Filter,3341,13406,16747,4.5,2025-11-19,No,Completed
S03566,V0106,ESN535065,2025-04-23,Routine Service,Emergency,P0171,Routine inspection,TECH739,AutoMind Central,Oil Filter,3553,18188,21741,10.5,2025-10-20,No,Pending
S03567,V0403,ESN551390,2025-09-27,Routine Service,Preventive,P0300,Low oil pressure,TECH190,AutoMind Central,Oil Filter,5061,18398,23459,11.1,2026-03-26,Yes,Completed
S03568,V0447,ESN328457,2025-02-11,Routine Service,Corrective,P0171,Battery degradation,TECH647,AutoMind Central,Battery,3569,3806,7375,5.3,2025-08-10,Yes,Pending
S03569,V0008,ESN942888,2025-01-19,Battery Replacement,Preventive,P0012,Battery degradation,TECH154,AutoMind Central,Spark Plug,1462,15623,17085,10.0,2025-07-18,No,Pending
S03570,V0128,ESN588923,2025-01-30,Routine Service,Preventive,P0000,Routine inspection,TECH866,AutoMind Central,Coolant Hose,1874,3801,5675,4.9,2025-07-29,No,Completed
S03571,V0262,ESN777401,2025-10-15,Oil Change,Preventive,P0000,Brake wear,TECH330,Kerala Truck Service,Oil Filter,3397,7464,10861,3.0,2026-04-13,Yes,Completed
S03572,V0316,ESN418298,2025-04-22,Engine Diagnostics,Emergency,P0171,Battery degradation,TECH406,Kerala Truck Service,Air Filter,3255,5333,8588,8.4,2025-10-19,No,Completed
S03573,V0056,ESN747682,2025-08-18,Brake Service,Preventive,P0300,Low oil pressure,TECH955,Kerala Truck Service,Oil Filter,4856,3946,8802,9.5,2026-02-14,Yes,Pending
S03574,V0331,ESN444338,2025-02-28,Routine Service,Emergency,P0171,Battery degradation,TECH752,FleetCare Kochi,Air Filter,3126,12559,15685,10.0,2025-08-27,No,Completed
S03575,V0363,ESN381295,2025-09-04,Battery Replacement,Corrective,P0012,Low oil pressure,TECH960,FleetCare Kochi,Air Filter,3892,14998,18890,4.1,2026-03-03,Yes,Completed
S03576,V0286,ESN431868,2025-12-05,Cooling System,Emergency,P0420,Routine inspection,TECH374,AutoMind Central,Brake Pads,2964,16331,19295,9.3,2026-06-03,Yes,Pending
S03577,V0410,ESN736039,2025-01-13,Brake Service,Corrective,P0420,Battery degradation,TECH409,FleetCare Kochi,Spark Plug,1017,2911,3928,11.6,2025-07-12,No,Completed
S03578,V0497,ESN570520,2025-01-28,Oil Change,Preventive,P0300,Brake wear,TECH318,FleetCare Kochi,Air Filter,4317,5037,9354,2.3,2025-07-27,No,Completed
S03579,V0351,ESN189346,2025-07-20,Routine Service,Preventive,P0012,Low oil pressure,TECH525,FleetCare Kochi,Brake Pads,1598,13129,14727,10.6,2026-01-16,No,Completed
S03580,V0150,ESN825190,2025-12-18,Cooling System,Emergency,P0000,Low oil pressure,TECH322,Prime Motors,Air Filter,1953,8395,10348,4.8,2026-06-16,Yes,Pending
S03581,V0394,ESN126597,2025-03-21,Brake Service,Preventive,P0300,Brake wear,TECH811,Prime Motors,Spark Plug,2018,13864,15882,1.2,2025-09-17,Yes,Pending
S03582,V0133,ESN252796,2025-12-14,Oil Change,Emergency,P0420,Low oil pressure,TECH817,Prime Motors,Coolant Hose,2293,19878,22171,10.3,2026-06-12,No,Pending
S03583,V0479,ESN652517,2025-10-24,Brake Service,Emergency,P0300,Routine inspection,TECH763,Kerala Truck Service,Battery,3832,4779,8611,1.2,2026-04-22,No,Completed
S03584,V0239,ESN822578,2025-12-16,Routine Service,Preventive,P0000,Engine overheating,TECH636,FleetCare Kochi,Battery,5635,16223,21858,8.3,2026-06-14,No,Pending
S03585,V0141,ESN151010,2025-09-27,Battery Replacement,Emergency,P0300,Engine overheating,TECH814,FleetCare Kochi,Brake Pads,3578,17822,21400,7.4,2026-03-26,No,Completed
S03586,V0100,ESN646184,2025-01-25,Brake Service,Corrective,P0300,Routine inspection,TECH775,FleetCare Kochi,Battery,4792,18694,23486,1.6,2025-07-24,Yes,Pending
S03587,V0458,ESN810062,2025-08-27,Routine Service,Corrective,P0012,Battery degradation,TECH973,FleetCare Kochi,Battery,5814,5938,11752,2.6,2026-02-23,Yes,Pending
S03588,V0181,ESN201744,2025-01-11,Cooling System,Corrective,P0012,Engine overheating,TECH548,Kerala Truck Service,Air Filter,5594,2507,8101,10.8,2025-07-10,No,Completed
S03589,V0193,ESN727563,2025-07-28,Cooling System,Emergency,P0012,Low oil pressure,TECH861,Prime Motors,Spark Plug,1334,9124,10458,2.8,2026-01-24,No,Completed
S03590,V0328,ESN818142,2025-04-01,Cooling System,Emergency,P0300,Routine inspection,TECH625,Kerala Truck Service,Air Filter,4344,18866,23210,10.4,2025-09-28,No,Pending
S03591,V0413,ESN115055,2025-11-09,Routine Service,Preventive,P0012,Brake wear,TECH536,FleetCare Kochi,Air Filter,2217,16774,18991,1.6,2026-05-08,No,Pending
S03592,V0369,ESN119129,2025-10-07,Cooling System,Emergency,P0000,Battery degradation,TECH315,Kerala Truck Service,Brake Pads,2911,8963,11874,2.5,2026-04-05,No,Pending
S03593,V0452,ESN559998,2025-08-16,Brake Service,Preventive,P0012,Brake wear,TECH995,Kerala Truck Service,Oil Filter,2622,19792,22414,2.0,2026-02-12,Yes,Completed
S03594,V0039,ESN309121,2025-03-03,Cooling System,Emergency,P0000,Battery degradation,TECH329,FleetCare Kochi,Brake Pads,3622,3932,7554,8.1,2025-08-30,Yes,Pending
S03595,V0094,ESN896543,2025-11-14,Routine Service,Corrective,P0300,Routine inspection,TECH249,FleetCare Kochi,Spark Plug,2486,17270,19756,5.0,2026-05-13,Yes,Pending
S03596,V0240,ESN534461,2025-01-21,Brake Service,Emergency,P0420,Routine inspection,TECH664,Prime Motors,Oil Filter,2274,16199,18473,9.6,2025-07-20,No,Pending
S03597,V0406,ESN266717,2025-01-13,Battery Replacement,Preventive,P0300,Low oil pressure,TECH340,Prime Motors,Air Filter,1186,13077,14263,5.7,2025-07-12,Yes,Pending
S03598,V0140,ESN537029,2025-04-06,Engine Diagnostics,Preventive,P0420,Brake wear,TECH303,AutoMind Central,Brake Pads,4029,12262,16291,2.6,2025-10-03,No,Completed
S03599,V0203,ESN441305,2025-04-16,Brake Service,Corrective,P0300,Brake wear,TECH436,Kerala Truck Service,Battery,1196,19155,20351,12.0,2025-10-13,No,Pending
S03600,V0197,ESN475953,2025-09-23,Engine Diagnostics,Emergency,P0171,Battery degradation,TECH999,FleetCare Kochi,Battery,4008,15379,19387,7.0,2026-03-22,Yes,Completed
S03601,V0189,ESN692780,2025-08-02,Battery Replacement,Corrective,P0300,Low oil pressure,TECH112,Kerala Truck Service,Coolant Hose,1725,17064,18789,9.4,2026-01-29,Yes,Completed
S03602,V0291,ESN200202,2025-06-16,Engine Diagnostics,Emergency,P0300,Brake wear,TECH714,AutoMind Central,Brake Pads,2653,4228,6881,6.9,2025-12-13,Yes,Pending
S03603,V0305,ESN194217,2025-02-14,Oil Change,Preventive,P0300,Engine overheating,TECH474,AutoMind Central,Spark Plug,1394,8506,9900,10.4,2025-08-13,Yes,Pending
S03604,V0486,ESN962669,2025-11-26,Routine Service,Corrective,P0000,Low oil pressure,TECH480,AutoMind Central,Spark Plug,2222,1292,3514,10.4,2026-05-25,Yes,Completed
S03605,V0474,ESN854952,2025-11-28,Brake Service,Preventive,P0300,Brake wear,TECH338,AutoMind Central,Air Filter,1478,11570,13048,6.6,2026-05-27,No,Completed
S03606,V0177,ESN699595,2025-12-17,Battery Replacement,Corrective,P0420,Engine overheating,TECH809,AutoMind Central,Coolant Hose,3431,2258,5689,2.4,2026-06-15,Yes,Completed
S03607,V0285,ESN789706,2025-09-13,Cooling System,Emergency,P0000,Battery degradation,TECH957,FleetCare Kochi,Brake Pads,4056,11605,15661,5.1,2026-03-12,No,Pending
S03608,V0473,ESN124464,2025-05-28,Cooling System,Emergency,P0420,Brake wear,TECH900,AutoMind Central,Air Filter,2691,17789,20480,5.2,2025-11-24,No,Completed
S03609,V0463,ESN911454,2025-03-19,Oil Change,Preventive,P0012,Low oil pressure,TECH200,AutoMind Central,Oil Filter,2161,8835,10996,3.0,2025-09-15,Yes,Pending
S03610,V0339,ESN976561,2025-05-11,Battery Replacement,Preventive,P0420,Routine inspection,TECH400,Prime Motors,Brake Pads,4423,4332,8755,9.9,2025-11-07,Yes,Pending
S03611,V0122,ESN874155,2025-04-16,Engine Diagnostics,Emergency,P0300,Battery degradation,TECH788,Kerala Truck Service,Brake Pads,5669,10497,16166,1.2,2025-10-13,No,Pending
S03612,V0496,ESN229169,2025-11-13,Engine Diagnostics,Preventive,P0000,Engine overheating,TECH334,Kerala Truck Service,Brake Pads,5259,8918,14177,1.8,2026-05-12,Yes,Completed
S03613,V0119,ESN758133,2025-06-28,Brake Service,Corrective,P0300,Battery degradation,TECH475,Kerala Truck Service,Oil Filter,2098,16248,18346,4.7,2025-12-25,No,Pending
S03614,V0377,ESN649314,2025-05-26,Brake Service,Emergency,P0000,Routine inspection,TECH401,Prime Motors,Spark Plug,982,11827,12809,9.9,2025-11-22,Yes,Pending
S03615,V0363,ESN711572,2025-10-08,Cooling System,Preventive,P0000,Engine overheating,TECH759,FleetCare Kochi,Oil Filter,1655,10714,12369,3.8,2026-04-06,No,Pending
S03616,V0263,ESN540622,2025-04-02,Battery Replacement,Emergency,P0000,Battery degradation,TECH265,AutoMind Central,Coolant Hose,5420,18329,23749,6.6,2025-09-29,No,Pending
S03617,V0339,ESN735905,2025-12-15,Battery Replacement,Emergency,P0300,Engine overheating,TECH762,Prime Motors,Spark Plug,2960,2621,5581,6.1,2026-06-13,No,Completed
S03618,V0456,ESN458562,2025-12-05,Oil Change,Corrective,P0420,Battery degradation,TECH180,FleetCare Kochi,Air Filter,4211,10856,15067,11.1,2026-06-03,Yes,Completed
S03619,V0129,ESN153308,2025-09-17,Brake Service,Preventive,P0012,Engine overheating,TECH541,Kerala Truck Service,Battery,1114,4341,5455,11.1,2026-03-16,No,Pending
S03620,V0427,ESN451279,2025-07-06,Battery Replacement,Corrective,P0012,Low oil pressure,TECH511,AutoMind Central,Oil Filter,3383,18856,22239,11.4,2026-01-02,No,Pending
S03621,V0278,ESN924459,2025-04-05,Routine Service,Emergency,P0012,Routine inspection,TECH969,AutoMind Central,Brake Pads,4642,8837,13479,6.3,2025-10-02,Yes,Pending
S03622,V0060,ESN244258,2025-05-12,Engine Diagnostics,Corrective,P0012,Routine inspection,TECH829,Prime Motors,Air Filter,5123,11741,16864,3.1,2025-11-08,No,Completed
S03623,V0461,ESN251165,2025-06-14,Routine Service,Corrective,P0012,Brake wear,TECH397,AutoMind Central,Spark Plug,5641,9355,14996,2.2,2025-12-11,Yes,Pending
S03624,V0183,ESN924293,2025-03-22,Engine Diagnostics,Emergency,P0012,Brake wear,TECH140,Prime Motors,Spark Plug,2815,11596,14411,4.1,2025-09-18,Yes,Pending
S03625,V0225,ESN156215,2025-04-18,Engine Diagnostics,Preventive,P0012,Low oil pressure,TECH738,Prime Motors,Coolant Hose,806,17095,17901,4.0,2025-10-15,No,Pending
S03626,V0320,ESN569875,2025-11-29,Routine Service,Emergency,P0171,Low oil pressure,TECH561,Prime Motors,Air Filter,4775,17178,21953,7.3,2026-05-28,Yes,Pending
S03627,V0341,ESN279747,2025-01-26,Battery Replacement,Corrective,P0012,Battery degradation,TECH741,Prime Motors,Spark Plug,1511,11431,12942,4.9,2025-07-25,No,Pending
S03628,V0188,ESN271027,2025-03-25,Routine Service,Preventive,P0000,Routine inspection,TECH539,Kerala Truck Service,Air Filter,4613,12524,17137,5.4,2025-09-21,No,Completed
S03629,V0225,ESN649157,2025-08-27,Oil Change,Preventive,P0000,Engine overheating,TECH713,Prime Motors,Brake Pads,2456,3920,6376,3.9,2026-02-23,No,Pending
S03630,V0481,ESN153587,2025-04-08,Brake Service,Emergency,P0300,Engine overheating,TECH989,FleetCare Kochi,Battery,1471,557,2028,8.4,2025-10-05,No,Completed
S03631,V0148,ESN997464,2025-01-13,Battery Replacement,Corrective,P0000,Low oil pressure,TECH561,AutoMind Central,Spark Plug,4193,11726,15919,2.4,2025-07-12,No,Pending
S03632,V0411,ESN732065,2025-12-14,Routine Service,Corrective,P0012,Brake wear,TECH951,FleetCare Kochi,Oil Filter,3744,12671,16415,2.2,2026-06-12,No,Pending
S03633,V0344,ESN379481,2025-06-08,Engine Diagnostics,Emergency,P0000,Engine overheating,TECH835,Prime Motors,Coolant Hose,4646,12833,17479,5.0,2025-12-05,No,Pending
S03634,V0045,ESN294822,2025-03-12,Oil Change,Corrective,P0171,Battery degradation,TECH969,FleetCare Kochi,Coolant Hose,3451,8961,12412,10.9,2025-09-08,Yes,Pending
S03635,V0088,ESN773434,2025-01-23,Routine Service,Preventive,P0171,Routine inspection,TECH721,Kerala Truck Service,Spark Plug,3882,6823,10705,5.1,2025-07-22,Yes,Completed
S03636,V0022,ESN602175,2025-01-12,Brake Service,Emergency,P0171,Brake wear,TECH331,Prime Motors,Brake Pads,5108,12087,17195,4.2,2025-07-11,Yes,Completed
S03637,V0145,ESN400960,2025-01-04,Brake Service,Emergency,P0420,Routine inspection,TECH490,Kerala Truck Service,Oil Filter,5262,16052,21314,9.5,2025-07-03,No,Pending
S03638,V0358,ESN509984,2025-06-13,Battery Replacement,Preventive,P0171,Routine inspection,TECH898,AutoMind Central,Spark Plug,4615,9077,13692,4.7,2025-12-10,Yes,Completed
S03639,V0380,ESN853366,2025-11-27,Cooling System,Preventive,P0000,Brake wear,TECH379,Prime Motors,Coolant Hose,2674,9988,12662,12.0,2026-05-26,No,Pending
S03640,V0387,ESN129416,2025-07-10,Battery Replacement,Corrective,P0000,Routine inspection,TECH229,Prime Motors,Brake Pads,3136,9705,12841,8.4,2026-01-06,Yes,Pending
S03641,V0449,ESN128522,2025-02-18,Brake Service,Corrective,P0171,Routine inspection,TECH706,Prime Motors,Oil Filter,5088,6929,12017,7.4,2025-08-17,No,Completed
S03642,V0199,ESN994780,2025-01-30,Oil Change,Emergency,P0000,Low oil pressure,TECH320,Prime Motors,Brake Pads,1486,17252,18738,11.9,2025-07-29,Yes,Pending
S03643,V0001,ESN766222,2025-12-07,Oil Change,Corrective,P0000,Routine inspection,TECH983,Kerala Truck Service,Oil Filter,5721,17701,23422,10.4,2026-06-05,Yes,Pending
S03644,V0135,ESN242801,2025-06-10,Engine Diagnostics,Corrective,P0012,Low oil pressure,TECH411,AutoMind Central,Oil Filter,2573,16949,19522,11.3,2025-12-07,No,Completed
S03645,V0256,ESN606283,2025-11-08,Battery Replacement,Emergency,P0000,Routine inspection,TECH524,AutoMind Central,Oil Filter,5596,9024,14620,7.7,2026-05-07,No,Pending
S03646,V0184,ESN446964,2025-11-22,Oil Change,Emergency,P0000,Battery degradation,TECH351,FleetCare Kochi,Coolant Hose,1079,4268,5347,9.6,2026-05-21,Yes,Pending
S03647,V0157,ESN991132,2025-12-24,Engine Diagnostics,Preventive,P0171,Brake wear,TECH997,FleetCare Kochi,Coolant Hose,5899,8429,14328,7.9,2026-06-22,Yes,Completed
S03648,V0154,ESN312488,2025-04-22,Engine Diagnostics,Corrective,P0171,Battery degradation,TECH354,FleetCare Kochi,Air Filter,4954,18969,23923,9.1,2025-10-19,Yes,Completed
S03649,V0196,ESN687544,2025-11-16,Engine Diagnostics,Emergency,P0000,Brake wear,TECH519,Prime Motors,Oil Filter,1979,19152,21131,8.7,2026-05-15,No,Pending
S03650,V0385,ESN323729,2025-03-23,Oil Change,Emergency,P0420,Routine inspection,TECH580,AutoMind Central,Air Filter,1889,3634,5523,8.5,2025-09-19,Yes,Completed
S03651,V0314,ESN901652,2025-10-28,Oil Change,Preventive,P0420,Engine overheating,TECH965,Prime Motors,Spark Plug,2595,12273,14868,2.4,2026-04-26,No,Pending
S03652,V0493,ESN273627,2025-12-16,Battery Replacement,Emergency,P0012,Low oil pressure,TECH554,FleetCare Kochi,Spark Plug,5031,11089,16120,2.6,2026-06-14,No,Completed
S03653,V0099,ESN336867,2025-04-24,Battery Replacement,Corrective,P0171,Low oil pressure,TECH980,AutoMind Central,Battery,5108,2339,7447,4.6,2025-10-21,No,Completed
S03654,V0095,ESN970268,2025-03-20,Brake Service,Emergency,P0300,Low oil pressure,TECH350,FleetCare Kochi,Battery,3496,7443,10939,4.5,2025-09-16,Yes,Completed
S03655,V0122,ESN751237,2025-08-09,Cooling System,Emergency,P0300,Routine inspection,TECH778,FleetCare Kochi,Spark Plug,5058,17051,22109,3.1,2026-02-05,Yes,Pending
S03656,V0029,ESN823573,2025-06-16,Routine Service,Emergency,P0420,Brake wear,TECH545,Prime Motors,Brake Pads,1031,8998,10029,7.4,2025-12-13,Yes,Completed
S03657,V0199,ESN408921,2025-07-11,Engine Diagnostics,Emergency,P0300,Engine overheating,TECH478,Prime Motors,Battery,2932,7467,10399,2.1,2026-01-07,No,Pending
S03658,V0042,ESN519183,2025-02-03,Oil Change,Preventive,P0012,Low oil pressure,TECH480,Kerala Truck Service,Oil Filter,4318,8978,13296,11.0,2025-08-02,No,Completed
S03659,V0133,ESN175340,2025-09-06,Brake Service,Corrective,P0000,Battery degradation,TECH763,Kerala Truck Service,Brake Pads,816,980,1796,5.2,2026-03-05,No,Completed
S03660,V0366,ESN376517,2025-12-26,Engine Diagnostics,Preventive,P0012,Low oil pressure,TECH684,AutoMind Central,Battery,1713,1597,3310,8.5,2026-06-24,Yes,Completed
S03661,V0192,ESN317164,2025-03-03,Brake Service,Preventive,P0012,Routine inspection,TECH862,Prime Motors,Spark Plug,5962,13792,19754,3.8,2025-08-30,No,Pending
S03662,V0430,ESN263210,2025-07-20,Brake Service,Corrective,P0012,Routine inspection,TECH683,AutoMind Central,Spark Plug,3685,17015,20700,11.0,2026-01-16,Yes,Pending
S03663,V0222,ESN207307,2025-11-28,Brake Service,Emergency,P0000,Low oil pressure,TECH227,Prime Motors,Battery,4216,1518,5734,6.4,2026-05-27,No,Completed
S03664,V0277,ESN270527,2025-01-27,Routine Service,Emergency,P0420,Routine inspection,TECH980,Kerala Truck Service,Spark Plug,3488,6151,9639,2.4,2025-07-26,No,Completed
S03665,V0188,ESN747148,2025-09-18,Engine Diagnostics,Preventive,P0171,Engine overheating,TECH962,Prime Motors,Battery,4483,17445,21928,6.4,2026-03-17,No,Pending
S03666,V0107,ESN672884,2025-08-13,Engine Diagnostics,Emergency,P0000,Low oil pressure,TECH389,Kerala Truck Service,Coolant Hose,3430,19107,22537,4.2,2026-02-09,Yes,Completed
S03667,V0418,ESN313422,2025-10-19,Cooling System,Preventive,P0012,Low oil pressure,TECH454,Prime Motors,Coolant Hose,5407,15356,20763,3.0,2026-04-17,Yes,Pending
S03668,V0471,ESN684927,2025-03-12,Engine Diagnostics,Preventive,P0012,Brake wear,TECH866,Kerala Truck Service,Oil Filter,3203,2570,5773,2.5,2025-09-08,Yes,Completed
S03669,V0103,ESN657862,2025-08-06,Routine Service,Corrective,P0420,Battery degradation,TECH190,AutoMind Central,Battery,4673,12550,17223,9.4,2026-02-02,No,Completed
S03670,V0016,ESN543928,2025-09-09,Cooling System,Corrective,P0300,Battery degradation,TECH667,Prime Motors,Brake Pads,1988,13758,15746,11.8,2026-03-08,Yes,Pending
S03671,V0226,ESN233876,2025-09-03,Battery Replacement,Preventive,P0420,Brake wear,TECH493,AutoMind Central,Coolant Hose,4751,8606,13357,7.1,2026-03-02,Yes,Completed
S03672,V0143,ESN129974,2025-08-08,Engine Diagnostics,Corrective,P0300,Battery degradation,TECH506,Kerala Truck Service,Air Filter,2260,18627,20887,11.7,2026-02-04,No,Pending
S03673,V0052,ESN324019,2025-02-05,Oil Change,Emergency,P0420,Low oil pressure,TECH337,Prime Motors,Spark Plug,5292,4126,9418,11.7,2025-08-04,No,Pending
S03674,V0318,ESN858460,2025-02-01,Cooling System,Preventive,P0420,Brake wear,TECH796,Kerala Truck Service,Spark Plug,3252,10289,13541,5.9,2025-07-31,No,Pending
S03675,V0065,ESN671401,2025-08-07,Engine Diagnostics,Corrective,P0000,Low oil pressure,TECH910,Prime Motors,Coolant Hose,3074,19321,22395,9.6,2026-02-03,Yes,Pending
S03676,V0215,ESN883160,2025-10-20,Routine Service,Corrective,P0300,Battery degradation,TECH577,AutoMind Central,Oil Filter,1472,8853,10325,3.5,2026-04-18,No,Pending
S03677,V0311,ESN716034,2025-07-11,Brake Service,Corrective,P0420,Engine overheating,TECH287,FleetCare Kochi,Brake Pads,2405,15234,17639,1.6,2026-01-07,Yes,Completed
S03678,V0002,ESN464915,2025-12-02,Cooling System,Preventive,P0012,Routine inspection,TECH497,FleetCare Kochi,Battery,5803,5807,11610,3.1,2026-05-31,No,Pending
S03679,V0241,ESN537420,2025-12-31,Cooling System,Preventive,P0420,Engine overheating,TECH669,AutoMind Central,Battery,4307,12925,17232,5.5,2026-06-29,Yes,Pending
S03680,V0037,ESN353281,2025-03-27,Battery Replacement,Emergency,P0012,Battery degradation,TECH882,Prime Motors,Air Filter,3493,1060,4553,9.9,2025-09-23,No,Pending
S03681,V0399,ESN104838,2025-07-12,Routine Service,Emergency,P0420,Engine overheating,TECH656,Kerala Truck Service,Brake Pads,1172,3961,5133,7.4,2026-01-08,Yes,Pending
S03682,V0479,ESN142005,2025-03-26,Battery Replacement,Emergency,P0420,Low oil pressure,TECH980,Kerala Truck Service,Coolant Hose,4367,10428,14795,3.5,2025-09-22,Yes,Pending
S03683,V0325,ESN231036,2025-04-03,Battery Replacement,Preventive,P0300,Routine inspection,TECH114,Prime Motors,Coolant Hose,4069,5462,9531,8.7,2025-09-30,Yes,Completed
S03684,V0459,ESN426778,2025-03-28,Brake Service,Corrective,P0012,Brake wear,TECH545,AutoMind Central,Oil Filter,3507,9397,12904,9.9,2025-09-24,No,Pending
S03685,V0287,ESN228854,2025-03-13,Engine Diagnostics,Preventive,P0300,Low oil pressure,TECH145,Kerala Truck Service,Oil Filter,3941,3820,7761,3.5,2025-09-09,No,Completed
S03686,V0191,ESN256463,2025-03-11,Brake Service,Corrective,P0300,Engine overheating,TECH165,Kerala Truck Service,Brake Pads,3909,19378,23287,9.1,2025-09-07,Yes,Pending
