trip_id,vehicle_id,driver_id,route_id,start_time,end_time,distance_km,trip_status,average_speed_kmph,weather_id
T08169,V0441,D0559,R087,2025-07-09T15:40:00,2025-07-09T19:35:00,55,Completed,14.0,W20250709
T08170,V0181,D0229,R003,2025-05-24T04:29:00,2025-05-24T06:25:00,85,Completed,44.0,W20250524
T08171,V0305,D0251,R008,2025-11-21T11:24:00,2025-11-21T15:41:00,75,Cancelled,17.5,W20251121
T08172,V0458,D0267,R040,2025-01-21T02:35:00,2025-01-21T07:35:00,95,Cancelled,19.0,W20250121
T08173,V0395,D0132,R061,2025-01-23T21:35:00,2025-01-23T22:40:00,75,Completed,69.2,W20250123
T08174,V0132,D0688,R036,2025-10-14T15:53:00,2025-10-14T17:31:00,75,Completed,45.9,W20251014
T08175,V0310,D0496,R097,2025-10-20T08:03:00,2025-10-20T09:34:00,65,Completed,42.9,W20251020
T08176,V0275,D0479,R020,2025-10-13T22:51:00,2025-10-14T00:46:00,65,Cancelled,33.9,W20251013
T08177,V0475,D0165,R080,2025-11-13T00:42:00,2025-11-13T04:03:00,75,Completed,22.4,W20251113
T08178,V0340,D0355,R024,2025-02-02T13:33:00,2025-02-02T18:29:00,55,Completed,11.1,W20250202
T08179,V0227,D0049,R041,2025-08-03T12:43:00,2025-08-03T13:43:00,65,Completed,65.0,W20250803
T08180,V0310,D0357,R077,2025-07-25T23:32:00,2025-07-26T01:00:00,85,Completed,58.0,W20250725
T08181,V0024,D0032,R081,2025-03-17T01:45:00,2025-03-17T04:15:00,55,Completed,22.0,W20250317
T08182,V0372,D0457,R044,2025-03-17T17:45:00,2025-03-17T20:38:00,70,Completed,24.3,W20250317
T08183,V0299,D0454,R078,2025-11-12T06:04:00,2025-11-12T07:50:00,75,Completed,42.5,W20251112
T08184,V0060,D0487,R026,2025-01-24T12:21:00,2025-01-24T16:05:00,70,Completed,18.8,W20250124
T08185,V0269,D0022,R019,2025-03-22T06:02:00,2025-03-22T09:18:00,55,Completed,16.8,W20250322
T08186,V0078,D0036,R050,2025-04-18T11:15:00,2025-04-18T13:34:00,95,Completed,41.0,W20250418
T08187,V0387,D0641,R087,2025-10-14T07:51:00,2025-10-14T12:43:00,55,Completed,11.3,W20251014
T08188,V0212,D0595,R052,2025-11-30T13:37:00,2025-11-30T14:49:00,65,Completed,54.2,W20251130
T08189,V0296,D0303,R096,2025-09-06T12:39:00,2025-09-06T13:26:00,95,Completed,121.3,W20250906
T08190,V0135,D0692,R052,2025-07-09T01:10:00,2025-07-09T02:57:00,65,Completed,36.4,W20250709
T08191,V0160,D0394,R031,2025-11-06T13:44:00,2025-11-06T16:53:00,65,Completed,20.6,W20251106
T08192,V0442,D0435,R015,2025-03-14T00:47:00,2025-03-14T01:52:00,75,Completed,69.2,W20250314
T08193,V0040,D0539,R085,2025-04-25T21:24:00,2025-04-25T23:56:00,55,Cancelled,21.7,W20250425
T08194,V0368,D0212,R039,2025-12-18T10:57:00,2025-12-18T13:55:00,55,Completed,18.5,W20251218
T08195,V0096,D0400,R041,2025-09-25T23:41:00,2025-09-26T00:30:00,65,Completed,79.6,W20250925
T08196,V0159,D0495,R083,2025-12-23T12:59:00,2025-12-23T17:48:00,75,Cancelled,15.6,W20251223
T08197,V0246,D0222,R095,2025-03-05T19:38:00,2025-03-05T23:43:00,85,Cancelled,20.8,W20250305
T08198,V0498,D0011,R084,2025-01-04T09:11:00,2025-01-04T13:00:00,85,Cancelled,22.3,W20250104
T08199,V0320,D0111,R009,2025-11-23T05:39:00,2025-11-23T07:37:00,65,Completed,33.1,W20251123
T08200,V0311,D0607,R018,2025-12-30T14:06:00,2025-12-30T15:34:00,85,Completed,58.0,W20251230
T08201,V0244,D0493,R021,2025-05-26T14:56:00,2025-05-26T18:33:00,75,Cancelled,20.7,W20250526
T08202,V0259,D0256,R002,2025-11-16T04:54:00,2025-11-16T06:14:00,75,Cancelled,56.2,W20251116
T08203,V0198,D0544,R090,2025-11-27T12:21:00,2025-11-27T15:13:00,85,Cancelled,29.7,W20251127
T08204,V0131,D0553,R005,2025-04-19T22:53:00,2025-04-20T02:59:00,65,Completed,15.9,W20250419
T08205,V0140,D0171,R096,2025-11-10T05:46:00,2025-11-10T06:58:00,95,Completed,79.2,W20251110
T08206,V0281,D0630,R076,2025-02-05T22:44:00,2025-02-06T02:09:00,95,Completed,27.8,W20250205
T08207,V0275,D0128,R015,2025-02-03T05:18:00,2025-02-03T08:48:00,75,Cancelled,21.4,W20250203
T08208,V0196,D0536,R051,2025-09-27T03:26:00,2025-09-27T05:51:00,70,Cancelled,29.0,W20250927
T08209,V0268,D0200,R088,2025-02-27T08:20:00,2025-02-27T12:06:00,95,Cancelled,25.2,W20250227
T08210,V0134,D0592,R044,2025-10-05T16:45:00,2025-10-05T19:35:00,70,Cancelled,24.7,W20251005
T08211,V0415,D0606,R089,2025-01-04T14:13:00,2025-01-04T17:55:00,85,Completed,23.0,W20250104
T08212,V0408,D0373,R019,2025-02-26T08:31:00,2025-02-26T10:50:00,55,Completed,23.7,W20250226
T08213,V0266,D0672,R045,2025-10-29T05:21:00,2025-10-29T07:27:00,70,Completed,33.3,W20251029
T08214,V0489,D0389,R084,2025-02-20T18:12:00,2025-02-20T20:43:00,85,Completed,33.8,W20250220
T08215,V0470,D0064,R028,2025-12-20T03:18:00,2025-12-20T04:19:00,85,Completed,83.6,W20251220
T08216,V0055,D0239,R077,2025-10-31T11:58:00,2025-10-31T16:19:00,85,Cancelled,19.5,W20251031
T08217,V0106,D0219,R082,2025-01-03T11:06:00,2025-01-03T12:02:00,75,Completed,80.4,W20250103
T08218,V0185,D0020,R077,2025-06-14T10:16:00,2025-06-14T12:18:00,85,Completed,41.8,W20250614
T08219,V0150,D0588,R031,2025-12-23T06:04:00,2025-12-23T10:47:00,65,Completed,13.8,W20251223
T08220,V0374,D0307,R084,2025-04-12T18:51:00,2025-04-12T23:48:00,85,Completed,17.2,W20250412
T08221,V0090,D0111,R086,2025-12-29T05:36:00,2025-12-29T06:36:00,65,Cancelled,65.0,W20251229
T08222,V0067,D0239,R024,2025-12-18T11:04:00,2025-12-18T14:36:00,55,Cancelled,15.6,W20251218
T08223,V0307,D0178,R044,2025-03-10T11:53:00,2025-03-10T14:11:00,70,Cancelled,30.4,W20250310
T08224,V0050,D0063,R044,2025-04-23T04:08:00,2025-04-23T07:55:00,70,Completed,18.5,W20250423
T08225,V0254,D0650,R028,2025-01-08T00:12:00,2025-01-08T03:24:00,85,Completed,26.6,W20250108
T08226,V0057,D0295,R001,2025-04-21T08:26:00,2025-04-21T12:09:00,85,Completed,22.9,W20250421
T08227,V0486,D0393,R043,2025-10-14T21:40:00,2025-10-14T23:15:00,65,Completed,41.1,W20251014
T08228,V0063,D0304,R088,2025-06-30T10:05:00,2025-06-30T13:52:00,95,Cancelled,25.1,W20250630
T08229,V0260,D0389,R016,2025-11-14T08:29:00,2025-11-14T11:20:00,65,Completed,22.8,W20251114
T08230,V0311,D0124,R083,2025-02-09T01:42:00,2025-02-09T05:12:00,75,Completed,21.4,W20250209
T08231,V0033,D0490,R089,2025-05-27T18:14:00,2025-05-27T20:20:00,85,Completed,40.5,W20250527
T08232,V0416,D0432,R044,2025-09-17T16:27:00,2025-09-17T18:27:00,70,Completed,35.0,W20250917
T08233,V0450,D0035,R099,2025-07-25T12:05:00,2025-07-25T12:54:00,55,Completed,67.3,W20250725
T08234,V0396,D0181,R090,2025-07-26T04:41:00,2025-07-26T05:27:00,85,Completed,110.9,W20250726
T08235,V0069,D0064,R065,2025-07-29T06:31:00,2025-07-29T07:49:00,70,Completed,53.8,W20250729
T08236,V0033,D0196,R075,2025-07-26T15:32:00,2025-07-26T16:26:00,85,Completed,94.4,W20250726
T08237,V0468,D0088,R031,2025-07-13T18:57:00,2025-07-13T20:29:00,65,Cancelled,42.4,W20250713
T08238,V0479,D0349,R046,2025-04-27T14:08:00,2025-04-27T17:58:00,70,Completed,18.3,W20250427
T08239,V0462,D0362,R045,2025-01-16T13:36:00,2025-01-16T17:48:00,70,Completed,16.7,W20250116
T08240,V0230,D0210,R019,2025-12-31T09:39:00,2025-12-31T13:27:00,55,Completed,14.5,W20251231
T08241,V0070,D0309,R047,2025-10-22T19:16:00,2025-10-22T23:46:00,55,Completed,12.2,W20251022
T08242,V0447,D0442,R026,2025-09-21T18:37:00,2025-09-21T20:44:00,70,Completed,33.1,W20250921
T08243,V0374,D0230,R055,2025-06-02T00:41:00,2025-06-02T05:20:00,55,Completed,11.8,W20250602
T08244,V0355,D0610,R024,2025-04-18T11:58:00,2025-04-18T15:07:00,55,Completed,17.5,W20250418
T08245,V0467,D0567,R025,2025-11-12T03:02:00,2025-11-12T05:27:00,75,Completed,31.0,W20251112
T08246,V0466,D0290,R078,2025-05-28T00:37:00,2025-05-28T03:16:00,75,Completed,28.3,W20250528
T08247,V0112,D0558,R030,2025-01-29T06:16:00,2025-01-29T09:10:00,65,Completed,22.4,W20250129
T08248,V0413,D0480,R017,2025-09-06T11:19:00,2025-09-06T14:41:00,95,Completed,28.2,W20250906
T08249,V0010,D0406,R050,2025-04-28T14:06:00,2025-04-28T15:21:00,95,Completed,76.0,W20250428
T08250,V0135,D0166,R073,2025-08-12T09:04:00,2025-08-12T13:45:00,85,Completed,18.1,W20250812
T08251,V0254,D0393,R030,2025-01-26T14:55:00,2025-01-26T19:54:00,65,Completed,13.0,W20250126
T08252,V0295,D0445,R049,2025-07-31T04:48:00,2025-07-31T08:32:00,85,Cancelled,22.8,W20250731
T08253,V0115,D0134,R085,2025-06-13T05:39:00,2025-06-13T10:24:00,55,Completed,11.6,W20250613
T08254,V0001,D0452,R037,2025-07-24T07:59:00,2025-07-24T09:18:00,95,Cancelled,72.2,W20250724
T08255,V0359,D0072,R025,2025-04-06T20:12:00,2025-04-06T23:39:00,75,Completed,21.7,W20250406
T08256,V0046,D0463,R038,2025-03-16T03:49:00,2025-03-16T07:39:00,95,Completed,24.8,W20250316
T08257,V0468,D0034,R036,2025-07-24T09:09:00,2025-07-24T13:49:00,75,Completed,16.1,W20250724
T08258,V0313,D0435,R051,2025-03-03T16:56:00,2025-03-03T20:13:00,70,Completed,21.3,W20250303
T08259,V0063,D0601,R096,2025-10-25T08:41:00,2025-10-25T11:33:00,95,Completed,33.1,W20251025
T08260,V0296,D0005,R061,2025-09-29T06:53:00,2025-09-29T07:42:00,75,Completed,91.8,W20250929
T08261,V0019,D0643,R002,2025-08-15T14:58:00,2025-08-15T16:52:00,75,Cancelled,39.5,W20250815
T08262,V0142,D0039,R080,2025-07-02T16:30:00,2025-07-02T18:19:00,75,Completed,41.3,W20250702
T08263,V0164,D0490,R088,2025-12-15T19:30:00,2025-12-15T20:18:00,95,Completed,118.8,W20251215
T08264,V0372,D0190,R015,2025-05-09T12:03:00,2025-05-09T15:28:00,75,Completed,22.0,W20250509
T08265,V0342,D0077,R043,2025-02-02T05:20:00,2025-02-02T07:54:00,65,Completed,25.3,W20250202
T08266,V0462,D0354,R093,2025-04-18T06:50:00,2025-04-18T07:53:00,65,Completed,61.9,W20250418
T08267,V0422,D0584,R029,2025-10-26T19:59:00,2025-10-26T23:57:00,70,Completed,17.6,W20251026
T08268,V0454,D0421,R052,2025-12-06T20:35:00,2025-12-07T00:29:00,65,Completed,16.7,W20251206
T08269,V0300,D0369,R010,2025-07-30T01:15:00,2025-07-30T04:09:00,75,Cancelled,25.9,W20250730
T08270,V0320,D0430,R042,2025-07-24T01:13:00,2025-07-24T02:55:00,75,Cancelled,44.1,W20250724
T08271,V0045,D0352,R002,2025-01-26T17:36:00,2025-01-26T19:00:00,75,Completed,53.6,W20250126
T08272,V0372,D0461,R050,2025-11-17T00:38:00,2025-11-17T04:25:00,95,Completed,25.1,W20251117
T08273,V0093,D0478,R051,2025-04-06T09:50:00,2025-04-06T14:08:00,70,Completed,16.3,W20250406
T08274,V0382,D0522,R012,2025-05-31T18:58:00,2025-05-31T22:01:00,95,Completed,31.1,W20250531
T08275,V0223,D0293,R036,2025-03-14T00:33:00,2025-03-14T05:10:00,75,Completed,16.2,W20250314
T08276,V0107,D0500,R081,2025-01-09T05:00:00,2025-01-09T09:42:00,55,Completed,11.7,W20250109
T08277,V0086,D0159,R012,2025-01-21T18:37:00,2025-01-21T21:18:00,95,Completed,35.4,W20250121
T08278,V0397,D0589,R034,2025-04-12T11:27:00,2025-04-12T12:29:00,70,Completed,67.7,W20250412
T08279,V0402,D0081,R056,2025-05-16T09:04:00,2025-05-16T09:59:00,95,Completed,103.6,W20250516
T08280,V0247,D0467,R065,2025-12-26T16:26:00,2025-12-26T20:32:00,70,Completed,17.1,W20251226
T08281,V0153,D0105,R088,2025-03-10T20:08:00,2025-03-10T21:57:00,95,Cancelled,52.3,W20250310
T08282,V0322,D0490,R059,2025-09-09T04:27:00,2025-09-09T05:52:00,75,Completed,52.9,W20250909
T08283,V0388,D0341,R041,2025-04-04T15:47:00,2025-04-04T18:29:00,65,Completed,24.1,W20250404
T08284,V0393,D0259,R035,2025-05-23T00:57:00,2025-05-23T01:54:00,95,Cancelled,100.0,W20250523
T08285,V0207,D0205,R004,2025-12-07T21:00:00,2025-12-08T01:03:00,65,Completed,16.0,W20251207
T08286,V0217,D0503,R044,2025-10-19T19:13:00,2025-10-19T23:54:00,70,Completed,14.9,W20251019
T08287,V0411,D0561,R079,2025-05-28T07:27:00,2025-05-28T09:39:00,70,Completed,31.8,W20250528
T08288,V0060,D0150,R042,2025-11-30T19:02:00,2025-11-30T20:44:00,75,Cancelled,44.1,W20251130
T08289,V0158,D0395,R033,2025-02-06T08:11:00,2025-02-06T12:39:00,85,Cancelled,19.0,W20250206
T08290,V0403,D0065,R017,2025-07-22T22:52:00,2025-07-23T00:23:00,95,Completed,62.6,W20250722
T08291,V0435,D0385,R098,2025-01-22T04:57:00,2025-01-22T09:51:00,75,Completed,15.3,W20250122
T08292,V0385,D0337,R091,2025-03-19T22:33:00,2025-03-20T01:09:00,70,Completed,26.9,W20250319
T08293,V0486,D0514,R069,2025-07-16T21:26:00,2025-07-17T00:02:00,70,Completed,26.9,W20250716
T08294,V0127,D0554,R051,2025-07-06T22:40:00,2025-07-07T00:41:00,70,Completed,34.7,W20250706
T08295,V0123,D0526,R067,2025-08-17T02:14:00,2025-08-17T07:11:00,55,Completed,11.1,W20250817
T08296,V0373,D0522,R088,2025-06-28T00:09:00,2025-06-28T01:11:00,95,Cancelled,91.9,W20250628
T08297,V0421,D0695,R071,2025-12-24T03:08:00,2025-12-24T04:13:00,95,Completed,87.7,W20251224
T08298,V0042,D0081,R080,2025-06-22T09:44:00,2025-06-22T12:52:00,75,Completed,23.9,W20250622
T08299,V0271,D0313,R092,2025-02-21T13:14:00,2025-02-21T17:28:00,70,Completed,16.5,W20250221
T08300,V0211,D0114,R063,2025-03-18T04:47:00,2025-03-18T07:22:00,75,Completed,29.0,W20250318
T08301,V0291,D0599,R034,2025-08-14T00:18:00,2025-08-14T04:09:00,70,Completed,18.2,W20250814
T08302,V0143,D0252,R075,2025-04-26T16:13:00,2025-04-26T20:34:00,85,Completed,19.5,W20250426
T08303,V0403,D0226,R052,2025-11-03T07:36:00,2025-11-03T12:04:00,65,Completed,14.6,W20251103
T08304,V0173,D0332,R100,2025-03-02T15:52:00,2025-03-02T16:50:00,75,Completed,77.6,W20250302
T08305,V0453,D0368,R012,2025-07-07T07:25:00,2025-07-07T11:39:00,95,Completed,22.4,W20250707
T08306,V0266,D0122,R068,2025-12-14T09:34:00,2025-12-14T11:46:00,95,Completed,43.2,W20251214
T08307,V0454,D0506,R074,2025-09-08T05:45:00,2025-09-08T10:13:00,95,Completed,21.3,W20250908
T08308,V0277,D0585,R065,2025-05-27T04:27:00,2025-05-27T08:22:00,70,Completed,17.9,W20250527
T08309,V0413,D0478,R072,2025-01-16T13:26:00,2025-01-16T17:12:00,75,Completed,19.9,W20250116
T08310,V0249,D0381,R015,2025-10-23T17:42:00,2025-10-23T21:23:00,75,Completed,20.4,W20251023
T08311,V0458,D0111,R030,2025-10-10T16:32:00,2025-10-10T20:46:00,65,Completed,15.4,W20251010
T08312,V0117,D0554,R033,2025-04-01T17:16:00,2025-04-01T20:43:00,85,Cancelled,24.6,W20250401
T08313,V0474,D0513,R023,2025-03-22T03:37:00,2025-03-22T04:50:00,95,Completed,78.1,W20250322
T08314,V0444,D0605,R062,2025-08-14T05:57:00,2025-08-14T07:46:00,70,Completed,38.5,W20250814
T08315,V0305,D0630,R036,2025-03-30T11:40:00,2025-03-30T15:27:00,75,Completed,19.8,W20250330
T08316,V0132,D0603,R067,2025-10-31T22:28:00,2025-11-01T03:18:00,55,Completed,11.4,W20251031
T08317,V0419,D0581,R010,2025-07-14T06:52:00,2025-07-14T08:29:00,75,Completed,46.4,W20250714
T08318,V0351,D0576,R023,2025-07-23T03:47:00,2025-07-23T06:40:00,95,Completed,32.9,W20250723
T08319,V0397,D0344,R029,2025-07-31T22:13:00,2025-08-01T00:08:00,70,Cancelled,36.5,W20250731
T08320,V0360,D0412,R036,2025-02-28T10:51:00,2025-02-28T14:05:00,75,Completed,23.2,W20250228
T08321,V0428,D0700,R072,2025-10-29T04:40:00,2025-10-29T05:38:00,75,Completed,77.6,W20251029
T08322,V0188,D0450,R046,2025-01-03T18:14:00,2025-01-03T20:03:00,70,Completed,38.5,W20250103
T08323,V0153,D0272,R046,2025-11-18T21:11:00,2025-11-19T02:10:00,70,Completed,14.0,W20251118
T08324,V0056,D0187,R096,2025-09-10T03:34:00,2025-09-10T06:44:00,95,Completed,30.0,W20250910
T08325,V0178,D0371,R090,2025-05-27T13:05:00,2025-05-27T14:27:00,85,Completed,62.2,W20250527
T08326,V0146,D0180,R054,2025-02-20T20:11:00,2025-02-21T00:15:00,95,Completed,23.4,W20250220
T08327,V0013,D0293,R006,2025-11-12T01:04:00,2025-11-12T05:17:00,95,Cancelled,22.5,W20251112
T08328,V0083,D0330,R099,2025-04-18T07:33:00,2025-04-18T10:10:00,55,Cancelled,21.0,W20250418
T08329,V0482,D0126,R080,2025-05-10T13:21:00,2025-05-10T16:44:00,75,Completed,22.2,W20250510
T08330,V0170,D0603,R017,2025-09-22T09:27:00,2025-09-22T13:42:00,95,Completed,22.4,W20250922
T08331,V0157,D0480,R071,2025-11-24T06:53:00,2025-11-24T10:20:00,95,Completed,27.5,W20251124
T08332,V0474,D0169,R055,2025-10-31T20:16:00,2025-10-31T23:33:00,55,Cancelled,16.8,W20251031
T08333,V0134,D0380,R049,2025-05-15T14:58:00,2025-05-15T16:53:00,85,Completed,44.3,W20250515
T08334,V0434,D0506,R091,2025-07-14T07:22:00,2025-07-14T10:03:00,70,Cancelled,26.1,W20250714
T08335,V0417,D0169,R020,2025-04-24T20:10:00,2025-04-25T00:09:00,65,Completed,16.3,W20250424
T08336,V0484,D0181,R093,2025-10-29T22:39:00,2025-10-30T01:00:00,65,Completed,27.7,W20251029
T08337,V0116,D0505,R029,2025-11-15T00:50:00,2025-11-15T04:08:00,70,Cancelled,21.2,W20251115
T08338,V0314,D0619,R085,2025-08-26T07:08:00,2025-08-26T08:09:00,55,Completed,54.1,W20250826
T08339,V0045,D0212,R014,2025-01-21T03:53:00,2025-01-21T06:20:00,55,Cancelled,22.4,W20250121
T08340,V0371,D0016,R026,2025-05-20T04:14:00,2025-05-20T06:03:00,70,Completed,38.5,W20250520
T08341,V0019,D0014,R017,2025-09-24T13:21:00,2025-09-24T15:27:00,95,Completed,45.2,W20250924
T08342,V0391,D0456,R030,2025-03-28T14:21:00,2025-03-28T18:00:00,65,Completed,17.8,W20250328
T08343,V0299,D0693,R061,2025-05-07T05:26:00,2025-05-07T06:30:00,75,Cancelled,70.3,W20250507
T08344,V0162,D0120,R074,2025-11-12T14:37:00,2025-11-12T19:21:00,95,Completed,20.1,W20251112
T08345,V0497,D0020,R009,2025-08-26T21:57:00,2025-08-27T00:46:00,65,Completed,23.1,W20250826
T08346,V0426,D0467,R014,2025-05-12T21:36:00,2025-05-13T00:48:00,55,Completed,17.2,W20250512
T08347,V0438,D0120,R013,2025-05-18T01:35:00,2025-05-18T04:46:00,65,Cancelled,20.4,W20250518
T08348,V0166,D0108,R044,2025-02-02T00:28:00,2025-02-02T02:46:00,70,Completed,30.4,W20250202
T08349,V0073,D0463,R095,2025-06-19T09:39:00,2025-06-19T13:16:00,85,Completed,23.5,W20250619
T08350,V0422,D0531,R081,2025-02-28T13:28:00,2025-02-28T15:45:00,55,Completed,24.1,W20250228
T08351,V0326,D0391,R100,2025-01-18T06:48:00,2025-01-18T09:10:00,75,Completed,31.7,W20250118
T08352,V0500,D0594,R093,2025-07-16T11:02:00,2025-07-16T13:58:00,65,Completed,22.2,W20250716
T08353,V0086,D0143,R062,2025-08-28T06:45:00,2025-08-28T09:19:00,70,Cancelled,27.3,W20250828
T08354,V0330,D0440,R060,2025-10-16T06:24:00,2025-10-16T09:54:00,85,Completed,24.3,W20251016
T08355,V0196,D0399,R097,2025-09-28T05:13:00,2025-09-28T06:04:00,65,Cancelled,76.5,W20250928
T08356,V0395,D0327,R019,2025-03-27T02:46:00,2025-03-27T03:36:00,55,Completed,66.0,W20250327
T08357,V0098,D0047,R016,2025-04-05T20:09:00,2025-04-05T23:40:00,65,Completed,18.5,W20250405
T08358,V0017,D0215,R008,2025-08-18T21:58:00,2025-08-19T02:19:00,75,Completed,17.2,W20250818
T08359,V0266,D0349,R099,2025-01-04T05:21:00,2025-01-04T10:15:00,55,Completed,11.2,W20250104
T08360,V0222,D0368,R048,2025-06-15T13:19:00,2025-06-15T15:46:00,75,Completed,30.6,W20250615
T08361,V0124,D0049,R009,2025-09-02T22:01:00,2025-09-02T23:49:00,65,Completed,36.1,W20250902
T08362,V0455,D0291,R002,2025-06-15T21:46:00,2025-06-16T01:25:00,75,Cancelled,20.5,W20250615
T08363,V0408,D0527,R084,2025-08-15T18:02:00,2025-08-15T21:27:00,85,Cancelled,24.9,W20250815
T08364,V0384,D0043,R063,2025-01-28T21:17:00,2025-01-28T22:40:00,75,Completed,54.2,W20250128
T08365,V0209,D0125,R088,2025-06-30T08:28:00,2025-06-30T12:42:00,95,Cancelled,22.4,W20250630
T08366,V0463,D0394,R043,2025-12-04T19:18:00,2025-12-04T20:34:00,65,Completed,51.3,W20251204
T08367,V0134,D0119,R084,2025-01-08T21:59:00,2025-01-09T00:02:00,85,Cancelled,41.5,W20250108
T08368,V0463,D0159,R097,2025-07-02T04:33:00,2025-07-02T06:36:00,65,Completed,31.7,W20250702
T08369,V0454,D0402,R065,2025-10-12T20:28:00,2025-10-12T22:30:00,70,Cancelled,34.4,W20251012
T08370,V0199,D0193,R002,2025-01-03T23:58:00,2025-01-04T01:15:00,75,Completed,58.4,W20250103
T08371,V0230,D0399,R093,2025-11-23T05:17:00,2025-11-23T09:56:00,65,Completed,14.0,W20251123
T08372,V0070,D0556,R093,2025-03-08T02:46:00,2025-03-08T06:45:00,65,Completed,16.3,W20250308
T08373,V0311,D0537,R009,2025-09-01T11:49:00,2025-09-01T16:16:00,65,Completed,14.6,W20250901
T08374,V0013,D0420,R013,2025-04-20T18:22:00,2025-04-20T19:50:00,65,Cancelled,44.3,W20250420
T08375,V0253,D0111,R065,2025-11-06T07:05:00,2025-11-06T09:51:00,70,Completed,25.3,W20251106
T08376,V0242,D0231,R007,2025-04-22T17:46:00,2025-04-22T18:52:00,70,Completed,63.6,W20250422
T08377,V0403,D0439,R091,2025-02-28T19:11:00,2025-02-28T20:03:00,70,Completed,80.8,W20250228
T08378,V0240,D0183,R025,2025-12-27T07:13:00,2025-12-27T10:43:00,75,Cancelled,21.4,W20251227
T08379,V0116,D0687,R077,2025-03-18T22:04:00,2025-03-19T01:57:00,85,Cancelled,21.9,W20250318
T08380,V0098,D0023,R063,2025-12-22T04:46:00,2025-12-22T06:56:00,75,Completed,34.6,W20251222
T08381,V0301,D0138,R028,2025-10-02T04:15:00,2025-10-02T05:59:00,85,Completed,49.0,W20251002
T08382,V0073,D0367,R042,2025-10-24T02:02:00,2025-10-24T06:12:00,75,Completed,18.0,W20251024
T08383,V0072,D0127,R093,2025-04-24T22:57:00,2025-04-25T00:26:00,65,Cancelled,43.8,W20250424
T08384,V0437,D0129,R068,2025-06-25T00:24:00,2025-06-25T01:30:00,95,Completed,86.4,W20250625
T08385,V0156,D0285,R032,2025-03-14T11:15:00,2025-03-14T13:19:00,75,Cancelled,36.3,W20250314
T08386,V0432,D0561,R068,2025-06-23T02:49:00,2025-06-23T07:03:00,95,Completed,22.4,W20250623
T08387,V0121,D0643,R011,2025-10-21T15:50:00,2025-10-21T17:37:00,85,Cancelled,47.7,W20251021
T08388,V0434,D0660,R057,2025-05-27T15:57:00,2025-05-27T18:57:00,75,Completed,25.0,W20250527
T08389,V0087,D0544,R079,2025-01-28T23:20:00,2025-01-29T00:24:00,70,Completed,65.6,W20250128
T08390,V0262,D0388,R034,2025-12-10T18:15:00,2025-12-10T21:56:00,70,Completed,19.0,W20251210
T08391,V0286,D0448,R034,2025-05-13T04:36:00,2025-05-13T05:45:00,70,Cancelled,60.9,W20250513
T08392,V0170,D0383,R011,2025-09-06T17:09:00,2025-09-06T19:42:00,85,Completed,33.3,W20250906
T08393,V0318,D0306,R043,2025-01-29T13:30:00,2025-01-29T17:18:00,65,Completed,17.1,W20250129
T08394,V0079,D0184,R014,2025-10-20T10:47:00,2025-10-20T11:46:00,55,Cancelled,55.9,W20251020
T08395,V0056,D0007,R043,2025-06-07T21:30:00,2025-06-08T02:29:00,65,Completed,13.0,W20250607
T08396,V0394,D0354,R070,2025-04-18T00:02:00,2025-04-18T00:49:00,55,Completed,70.2,W20250418
T08397,V0458,D0692,R052,2025-08-03T04:22:00,2025-08-03T05:09:00,65,Cancelled,83.0,W20250803
T08398,V0112,D0234,R006,2025-11-25T15:06:00,2025-11-25T18:19:00,95,Completed,29.5,W20251125
T08399,V0322,D0400,R006,2025-01-26T11:59:00,2025-01-26T12:58:00,95,Completed,96.6,W20250126
T08400,V0290,D0280,R006,2025-07-27T07:47:00,2025-07-27T11:22:00,95,Completed,26.5,W20250727
T08401,V0227,D0161,R010,2025-12-21T18:31:00,2025-12-21T20:45:00,75,Completed,33.6,W20251221
T08402,V0407,D0509,R028,2025-08-06T17:53:00,2025-08-06T20:07:00,85,Completed,38.1,W20250806
T08403,V0052,D0341,R002,2025-03-22T02:05:00,2025-03-22T04:27:00,75,Completed,31.7,W20250322
T08404,V0373,D0653,R040,2025-01-19T23:45:00,2025-01-20T01:22:00,95,Completed,58.8,W20250119
T08405,V0120,D0488,R092,2025-07-16T09:27:00,2025-07-16T10:20:00,70,Completed,79.2,W20250716
T08406,V0480,D0312,R083,2025-04-01T14:21:00,2025-04-01T16:51:00,75,Completed,30.0,W20250401
T08407,V0030,D0269,R020,2025-03-09T01:50:00,2025-03-09T03:17:00,65,Completed,44.8,W20250309
T08408,V0032,D0502,R077,2025-12-24T20:56:00,2025-12-25T00:44:00,85,Completed,22.4,W20251224
T08409,V0487,D0116,R032,2025-07-12T15:25:00,2025-07-12T19:21:00,75,Completed,19.1,W20250712
T08410,V0246,D0118,R020,2025-04-04T04:09:00,2025-04-04T06:41:00,65,Cancelled,25.7,W20250404
T08411,V0157,D0211,R039,2025-03-16T01:30:00,2025-03-16T05:51:00,55,Cancelled,12.6,W20250316
T08412,V0091,D0270,R031,2025-07-21T08:17:00,2025-07-21T12:23:00,65,Cancelled,15.9,W20250721
T08413,V0452,D0350,R070,2025-02-22T18:41:00,2025-02-22T20:09:00,55,Completed,37.5,W20250222
T08414,V0440,D0188,R005,2025-08-03T09:41:00,2025-08-03T11:40:00,65,Completed,32.8,W20250803
