vehicle_id,registration_number,vin,manufacturer,model,variant,manufacturing_year,purchase_date,vehicle_class,fuel_type,engine_type,engine_capacity_cc,transmission,drivetrain,color,seating_capacity,gross_vehicle_weight_kg,payload_capacity_kg,fuel_tank_capacity_l,warranty_expiry,insurance_policy_id,current_odometer_km,assigned_depot,status,last_service_date
V0340,KL-02-ZC-6737,VIN17592841475823,Eicher,Pro 2049,LNT,2019,8/15/2019,Truck,Diesel,Inline-4,3000,Manual,RWD,Red,2,7103,7102,157,8/13/2024,POL545253,41991,Kochi,Active,4/3/2020
V0341,KL-12-DL-3408,VIN77078529535075,Toyota,Corolla,1.8 G,2023,11/25/2023,Sedan,Petrol,Inline-4,1800,Automatic,FWD,Black,5,1226,408,51,11/23/2028,POL659812,178225,Trivandrum,Active,3/3/2026
V0342,KL-07-NV-7335,VIN39128054338961,Toyota,Hilux,2.8 GD,2023,5/23/2023,Pickup,Diesel,Inline-4,2800,Manual,RWD,Blue,5,1489,302,44,5/21/2028,POL282225,34332,Thrissur,Active,1/20/2027
V0343,KL-01-DW-6144,VIN28539679094136,Mahindra,Scorpio N,Z8,2025,12/25/2025,SUV,Diesel,Inline-4,2200,Automatic,RWD,Blue,5,1725,472,59,12/24/2030,POL378550,58696,Trivandrum,Active,7/11/2026
V0344,KL-09-DG-2666,VIN60561186061082,Mahindra,Scorpio N,Z8,2020,1/8/2020,SUV,Diesel,Inline-4,2200,Automatic,RWD,Red,5,1581,637,47,1/6/2025,POL199745,66112,Thrissur,Maintenance,6/2/2022
V0345,KL-14-HG-3606,VIN81298864190541,Toyota,Hilux,2.8 GD,2025,10/17/2025,Pickup,Diesel,Inline-4,2800,Manual,RWD,Black,5,2049,554,62,10/16/2030,POL756491,103150,Thrissur,Maintenance,11/10/2026
V0346,KL-14-CB-5556,VIN60600906450457,Mahindra,Scorpio N,Z8,2024,3/20/2024,SUV,Diesel,Inline-4,2200,Automatic,RWD,Grey,5,2000,689,49,3/19/2029,POL137357,174386,Kozhikode,Maintenance,10/30/2024
V0347,KL-07-BY-9975,VIN82130590096904,Ashok Leyland,Boss,1415,2021,3/8/2021,Truck,Diesel,Inline-4,3800,Manual,RWD,Silver,2,9993,4724,239,3/7/2026,POL476644,165416,Thrissur,Active,5/11/2022
V0348,KL-02-FC-2429,VIN30581417647978,Eicher,Pro 2049,LNT,2022,3/18/2022,Truck,Diesel,Inline-4,3000,Manual,RWD,Silver,2,7949,4012,246,3/17/2027,POL441728,116533,Thrissur,Maintenance,7/11/2023
V0349,KL-02-DC-6463,VIN52493855660345,Tata,Nexon,XZ+,2020,4/12/2020,SUV,Diesel,Inline-4,1500,Manual,RWD,Blue,5,1281,537,50,4/11/2025,POL520129,156533,Kozhikode,Maintenance,7/3/2023
V0350,KL-02-MX-2674,VIN89180695465713,Ashok Leyland,Boss,1415,2022,7/14/2022,Truck,Diesel,Inline-4,3800,Manual,RWD,Blue,2,8575,6955,194,7/13/2027,POL572191,55789,Palakkad,Active,6/2/2024
V0351,KL-07-ZD-1746,VIN98800651292448,Ashok Leyland,Boss,1415,2024,7/3/2024,Truck,Diesel,Inline-4,3800,Manual,RWD,Blue,2,10339,3467,148,7/2/2029,POL521835,50346,Kochi,Active,5/8/2027
V0352,KL-05-NX-8242,VIN65900973058644,Toyota,Hilux,2.8 GD,2020,6/4/2020,Pickup,Diesel,Inline-4,2800,Manual,RWD,Black,5,1435,506,50,6/3/2025,POL726577,99259,Kozhikode,Active,12/23/2023
V0353,KL-06-WT-5394,VIN57196487107495,Toyota,Hilux,2.8 GD,2021,1/5/2021,Pickup,Diesel,Inline-4,2800,Manual,RWD,White,5,1614,468,41,1/4/2026,POL712237,88768,Kochi,Active,9/23/2022
V0354,KL-13-YW-7690,VIN70729541672675,Ashok Leyland,Boss,1415,2025,10/24/2025,Truck,Diesel,Inline-4,3800,Manual,RWD,White,2,11917,4046,128,10/23/2030,POL453365,118669,Kochi,Maintenance,7/15/2028
V0355,KL-03-EJ-3170,VIN47700922456785,Tata,Nexon,XZ+,2019,1/8/2019,SUV,Diesel,Inline-4,1500,Manual,RWD,Silver,5,1972,321,66,1/7/2024,POL913607,25368,Kochi,Active,2/25/2021
V0356,KL-08-GI-4120,VIN34232044968456,Eicher,Pro 2049,LNT,2023,6/19/2023,Truck,Diesel,Inline-4,3000,Manual,RWD,Red,2,15597,5079,232,6/17/2028,POL286377,114765,Kochi,Maintenance,2/6/2027
V0357,KL-02-JP-4553,VIN30187884969178,Toyota,Corolla,1.8 G,2020,5/16/2020,Sedan,Petrol,Inline-4,1800,Automatic,FWD,Grey,5,1394,432,51,5/15/2025,POL623314,117353,Kochi,Active,5/25/2021
V0358,KL-02-PI-8622,VIN69185660004934,Toyota,Corolla,1.8 G,2025,4/8/2025,Sedan,Petrol,Inline-4,1800,Automatic,FWD,Black,5,1269,387,66,4/7/2030,POL699022,161642,Thrissur,Active,1/24/2027
V0359,KL-07-RQ-1838,VIN12325416868507,Toyota,Hilux,2.8 GD,2021,12/21/2021,Pickup,Diesel,Inline-4,2800,Manual,RWD,Silver,5,1228,612,42,12/20/2026,POL373248,21468,Kozhikode,Active,1/6/2026
V0360,KL-03-NS-7985,VIN97094609703216,Toyota,Hilux,2.8 GD,2025,10/18/2025,Pickup,Diesel,Inline-4,2800,Manual,RWD,Grey,5,2105,435,56,10/17/2030,POL295577,106358,Kochi,Maintenance,5/7/2026
V0361,KL-01-MY-2992,VIN97745049359834,Tata,Nexon,XZ+,2023,9/2/2023,SUV,Diesel,Inline-4,1500,Manual,RWD,Black,5,1280,636,52,8/31/2028,POL824528,154415,Thrissur,Active,11/5/2024
V0362,KL-10-BG-6922,VIN98279681513703,Toyota,Corolla,1.8 G,2019,3/23/2019,Sedan,Petrol,Inline-4,1800,Automatic,FWD,Grey,5,1843,554,41,3/21/2024,POL716603,138848,Thrissur,Maintenance,3/9/2022
V0363,KL-07-VD-1230,VIN96213514996282,Toyota,Hilux,2.8 GD,2025,2/1/2025,Pickup,Diesel,Inline-4,2800,Manual,RWD,Black,5,1872,404,55,1/31/2030,POL535395,138889,Kochi,Active,6/21/2025
V0364,KL-12-YQ-6192,VIN74900581410871,Toyota,Corolla,1.8 G,2025,6/6/2025,Sedan,Petrol,Inline-4,1800,Automatic,FWD,Silver,5,1527,510,49,6/5/2030,POL648544,110608,Palakkad,Active,8/4/2027
V0365,KL-06-RB-4813,VIN31689668362025,Toyota,Corolla,1.8 G,2023,5/27/2023,Sedan,Petrol,Inline-4,1800,Automatic,FWD,Grey,5,1478,536,43,5/25/2028,POL794407,34454,Palakkad,Active,6/9/2024
V0366,KL-04-MA-2518,VIN78158136329601,Mahindra,Scorpio N,Z8,2019,6/16/2019,SUV,Diesel,Inline-4,2200,Automatic,RWD,Red,5,1367,627,61,6/14/2024,POL496914,47249,Trivandrum,Active,7/14/2020
V0367,KL-08-KM-5207,VIN87486478074282,Mahindra,Scorpio N,Z8,2021,6/19/2021,SUV,Diesel,Inline-4,2200,Automatic,RWD,Silver,5,1438,492,68,6/18/2026,POL345128,117104,Thrissur,Active,3/4/2024
V0368,KL-02-VG-6545,VIN98731894015324,Mahindra,Scorpio N,Z8,2019,1/24/2019,SUV,Diesel,Inline-4,2200,Automatic,RWD,Black,5,1526,475,61,1/23/2024,POL527207,85605,Trivandrum,Active,4/27/2020
V0369,KL-14-YU-1080,VIN70734996616397,Toyota,Corolla,1.8 G,2019,10/9/2019,Sedan,Petrol,Inline-4,1800,Automatic,FWD,Blue,5,1983,486,62,10/7/2024,POL193787,134147,Thrissur,Active,10/16/2023
V0370,KL-07-VT-3676,VIN33028040123427,Ashok Leyland,Boss,1415,2024,2/23/2024,Truck,Diesel,Inline-4,3800,Manual,RWD,Red,2,14533,4089,241,2/21/2029,POL525576,92684,Trivandrum,Active,2/8/2028
V0371,KL-06-ZE-6277,VIN32119097565547,Mahindra,Scorpio N,Z8,2020,5/12/2020,SUV,Diesel,Inline-4,2200,Automatic,RWD,Red,5,1824,560,51,5/11/2025,POL429881,85749,Kozhikode,Maintenance,12/16/2023
V0372,KL-02-JC-6126,VIN84693067451170,Eicher,Pro 2049,LNT,2024,8/18/2024,Truck,Diesel,Inline-4,3000,Manual,RWD,Black,2,7667,3618,147,8/17/2029,POL624613,63536,Kozhikode,Active,9/9/2026
V0373,KL-04-FZ-3377,VIN33379967363959,Eicher,Pro 2049,LNT,2025,2/9/2025,Truck,Diesel,Inline-4,3000,Manual,RWD,Black,2,15015,6310,134,2/8/2030,POL727481,84486,Kochi,Active,1/18/2029
V0374,KL-13-NO-1869,VIN23647109250699,Eicher,Pro 2049,LNT,2021,11/3/2021,Truck,Diesel,Inline-4,3000,Manual,RWD,Silver,2,15869,6782,234,11/2/2026,POL984866,151445,Kozhikode,Active,1/12/2024
V0375,KL-01-LQ-1027,VIN95303914890132,Eicher,Pro 2049,LNT,2024,8/24/2024,Truck,Diesel,Inline-4,3000,Manual,RWD,Silver,2,15635,4918,236,8/23/2029,POL132892,13581,Thrissur,Active,1/10/2027
V0376,KL-01-NS-4016,VIN14565123998269,Tata,Nexon,XZ+,2021,5/21/2021,SUV,Diesel,Inline-4,1500,Manual,RWD,White,5,2123,640,54,5/20/2026,POL974697,116206,Thrissur,Active,3/19/2024
V0377,KL-13-KV-2961,VIN38587583274484,Eicher,Pro 2049,LNT,2024,7/20/2024,Truck,Diesel,Inline-4,3000,Manual,RWD,Black,2,8001,4316,144,7/19/2029,POL526270,10501,Kochi,Active,12/11/2025
V0378,KL-12-SQ-1257,VIN82511254421873,Ashok Leyland,Boss,1415,2019,4/24/2019,Truck,Diesel,Inline-4,3800,Manual,RWD,Black,2,15606,6324,177,4/22/2024,POL678658,140269,Thrissur,Active,1/26/2023
V0379,KL-06-DH-1470,VIN27864049960328,Toyota,Hilux,2.8 GD,2024,4/10/2024,Pickup,Diesel,Inline-4,2800,Manual,RWD,Grey,5,1627,626,70,4/9/2029,POL593758,53303,Palakkad,Active,2/6/2026
V0380,KL-08-XI-5359,VIN81201545828901,Toyota,Hilux,2.8 GD,2020,3/9/2020,Pickup,Diesel,Inline-4,2800,Manual,RWD,Black,5,1854,353,46,3/8/2025,POL485638,43041,Kozhikode,Active,7/2/2023
V0381,KL-13-QL-3377,VIN13362089604649,Toyota,Hilux,2.8 GD,2023,6/4/2023,Pickup,Diesel,Inline-4,2800,Manual,RWD,Grey,5,1274,544,66,6/2/2028,POL756599,56003,Kochi,Maintenance,2/22/2027
V0382,KL-01-PU-4730,VIN43355927360064,Mahindra,Scorpio N,Z8,2019,6/13/2019,SUV,Diesel,Inline-4,2200,Automatic,RWD,Black,5,1479,694,49,6/11/2024,POL144980,172866,Kochi,Active,7/26/2022
V0383,KL-05-PP-1666,VIN20403334767225,Tata,Nexon,XZ+,2022,8/12/2022,SUV,Diesel,Inline-4,1500,Manual,RWD,Grey,5,1836,492,48,8/11/2027,POL885228,36292,Palakkad,Maintenance,1/20/2023
V0384,KL-01-UT-8714,VIN11293977697382,Tata,Nexon,XZ+,2021,1/19/2021,SUV,Diesel,Inline-4,1500,Manual,RWD,Red,5,2104,636,61,1/18/2026,POL375085,58921,Palakkad,Active,3/17/2024
V0385,KL-02-LM-2839,VIN34642131168407,Toyota,Corolla,1.8 G,2022,5/3/2022,Sedan,Petrol,Inline-4,1800,Automatic,FWD,Red,5,1676,408,51,5/2/2027,POL150889,47765,Trivandrum,Active,10/6/2023
V0386,KL-06-ZE-7729,VIN86305554570157,Ashok Leyland,Boss,1415,2020,11/14/2020,Truck,Diesel,Inline-4,3800,Manual,RWD,Grey,2,7269,3843,215,11/13/2025,POL647999,9904,Palakkad,Active,2/17/2023
V0387,KL-01-OW-6957,VIN49167692586781,Mahindra,Scorpio N,Z8,2019,8/7/2019,SUV,Diesel,Inline-4,2200,Automatic,RWD,Blue,5,1802,676,63,8/5/2024,POL418509,110642,Kozhikode,Active,10/15/2022
V0388,KL-07-GH-5426,VIN55217106079123,Toyota,Corolla,1.8 G,2019,11/12/2019,Sedan,Petrol,Inline-4,1800,Automatic,FWD,White,5,1481,540,55,11/10/2024,POL890673,80185,Palakkad,Active,2/24/2020
V0389,KL-01-WI-7699,VIN44741785787865,Eicher,Pro 2049,LNT,2024,10/28/2024,Truck,Diesel,Inline-4,3000,Manual,RWD,Black,2,15767,7068,219,10/27/2029,POL704489,29934,Kochi,Active,5/27/2027
V0390,KL-03-UL-6068,VIN76506164835634,Toyota,Hilux,2.8 GD,2020,11/15/2020,Pickup,Diesel,Inline-4,2800,Manual,RWD,Black,5,1776,491,52,11/14/2025,POL713178,34580,Kochi,Active,12/12/2023
V0391,KL-07-UX-8304,VIN91560793963224,Mahindra,Scorpio N,Z8,2021,2/3/2021,SUV,Diesel,Inline-4,2200,Automatic,RWD,Red,5,1710,322,48,2/2/2026,POL565151,17673,Trivandrum,Maintenance,8/30/2022
V0392,KL-01-KD-5745,VIN43450274543087,Tata,Nexon,XZ+,2019,3/11/2019,SUV,Diesel,Inline-4,1500,Manual,RWD,Grey,5,1470,496,61,3/9/2024,POL214848,123907,Kochi,Active,4/17/2023
V0393,KL-04-AA-2203,VIN86899074764948,Mahindra,Scorpio N,Z8,2023,8/22/2023,SUV,Diesel,Inline-4,2200,Automatic,RWD,Grey,5,1561,504,41,8/20/2028,POL302040,146022,Thrissur,Active,4/25/2027
V0394,KL-12-PF-9543,VIN57201781617174,Eicher,Pro 2049,LNT,2019,12/1/2019,Truck,Diesel,Inline-4,3000,Manual,RWD,Black,2,7876,6996,165,11/29/2024,POL915709,154718,Palakkad,Active,3/25/2020
V0395,KL-10-RT-7506,VIN29385162961388,Toyota,Corolla,1.8 G,2023,2/10/2023,Sedan,Petrol,Inline-4,1800,Automatic,FWD,White,5,1935,628,40,2/9/2028,POL664790,96406,Kozhikode,Active,3/5/2024
V0396,KL-08-GJ-5056,VIN14301558555528,Toyota,Hilux,2.8 GD,2023,8/21/2023,Pickup,Diesel,Inline-4,2800,Manual,RWD,Black,5,1215,339,59,8/19/2028,POL881081,23500,Kochi,Active,10/17/2024
V0397,KL-08-GW-8075,VIN45820246733895,Tata,Nexon,XZ+,2025,4/25/2025,SUV,Diesel,Inline-4,1500,Manual,RWD,Grey,5,1536,358,40,4/24/2030,POL293053,146241,Kochi,Active,4/22/2027
V0398,KL-04-DT-6480,VIN65863604713825,Mahindra,Scorpio N,Z8,2021,7/9/2021,SUV,Diesel,Inline-4,2200,Automatic,RWD,Silver,5,1299,551,49,7/8/2026,POL603440,12923,Trivandrum,Active,1/21/2024
V0399,KL-08-OU-1908,VIN61462703456399,Mahindra,Scorpio N,Z8,2024,9/24/2024,SUV,Diesel,Inline-4,2200,Automatic,RWD,Blue,5,1434,543,58,9/23/2029,POL934934,151600,Trivandrum,Active,12/23/2027
V0400,KL-11-NZ-1367,VIN70049158876178,Eicher,Pro 2049,LNT,2020,2/27/2020,Truck,Diesel,Inline-4,3000,Manual,RWD,Red,2,7614,4709,228,2/25/2025,POL308575,138906,Thrissur,Active,8/18/2020
V0401,KL-06-CJ-5251,VIN75706172258516,Toyota,Hilux,2.8 GD,2022,2/3/2022,Pickup,Diesel,Inline-4,2800,Manual,RWD,Red,5,1214,588,46,2/2/2027,POL549482,136289,Palakkad,Maintenance,12/25/2023
V0402,KL-03-MH-5566,VIN29813131970923,Ashok Leyland,Boss,1415,2021,6/7/2021,Truck,Diesel,Inline-4,3800,Manual,RWD,Grey,2,13770,7561,213,6/6/2026,POL950270,166308,Palakkad,Maintenance,12/1/2022
V0403,KL-10-VR-5432,VIN64980563948091,Mahindra,Scorpio N,Z8,2023,4/19/2023,SUV,Diesel,Inline-4,2200,Automatic,RWD,Blue,5,1892,394,54,4/17/2028,POL781822,129397,Palakkad,Maintenance,1/27/2026
V0404,KL-02-RZ-6377,VIN37601613613769,Tata,Nexon,XZ+,2020,5/1/2020,SUV,Diesel,Inline-4,1500,Manual,RWD,Red,5,2176,471,46,4/30/2025,POL657741,178919,Kozhikode,Maintenance,9/2/2022
V0405,KL-03-AW-5476,VIN61356259445729,Toyota,Corolla,1.8 G,2021,3/2/2021,Sedan,Petrol,Inline-4,1800,Automatic,FWD,Black,5,1730,361,65,3/1/2026,POL839126,145744,Trivandrum,Active,11/21/2024
V0406,KL-01-PL-5238,VIN88071122709234,Mahindra,Scorpio N,Z8,2022,11/25/2022,SUV,Diesel,Inline-4,2200,Automatic,RWD,Black,5,2042,663,68,11/24/2027,POL818636,42949,Thrissur,Maintenance,4/3/2025
V0407,KL-09-LN-7195,VIN93523024689831,Eicher,Pro 2049,LNT,2023,2/4/2023,Truck,Diesel,Inline-4,3000,Manual,RWD,Grey,2,11007,4020,169,2/3/2028,POL559276,164151,Palakkad,Active,5/1/2024
V0408,KL-05-JV-3120,VIN19777381229159,Toyota,Corolla,1.8 G,2019,3/26/2019,Sedan,Petrol,Inline-4,1800,Automatic,FWD,Blue,5,1558,583,57,3/24/2024,POL439674,50231,Kozhikode,Active,6/10/2020
V0409,KL-08-GY-8172,VIN35329325682906,Eicher,Pro 2049,LNT,2020,1/16/2020,Truck,Diesel,Inline-4,3000,Manual,RWD,Grey,2,9345,3236,208,1/14/2025,POL256377,100431,Kochi,Active,12/31/2022
V0410,KL-12-TD-4919,VIN62014665087115,Tata,Nexon,XZ+,2022,7/24/2022,SUV,Diesel,Inline-4,1500,Manual,RWD,Grey,5,1404,480,66,7/23/2027,POL242102,129953,Trivandrum,Maintenance,7/28/2026
V0411,KL-06-JW-9728,VIN88193665789003,Eicher,Pro 2049,LNT,2021,10/14/2021,Truck,Diesel,Inline-4,3000,Manual,RWD,Grey,2,12910,5052,127,10/13/2026,POL403522,94008,Kozhikode,Active,3/19/2023
V0412,KL-02-CX-4633,VIN90122178231791,Eicher,Pro 2049,LNT,2022,8/11/2022,Truck,Diesel,Inline-4,3000,Manual,RWD,Grey,2,8581,5516,216,8/10/2027,POL747568,169985,Trivandrum,Active,9/8/2025
V0413,KL-07-EK-9272,VIN92502996503211,Toyota,Corolla,1.8 G,2025,8/15/2025,Sedan,Petrol,Inline-4,1800,Automatic,FWD,Silver,5,1888,305,42,8/14/2030,POL571106,35136,Thrissur,Active,7/29/2028
V0414,KL-04-LW-4467,VIN67613631938423,Ashok Leyland,Boss,1415,2021,5/16/2021,Truck,Diesel,Inline-4,3800,Manual,RWD,Grey,2,13101,7713,138,5/15/2026,POL123049,140875,Palakkad,Maintenance,2/12/2025
V0415,KL-13-GL-3243,VIN39033916650117,Toyota,Hilux,2.8 GD,2024,6/13/2024,Pickup,Diesel,Inline-4,2800,Manual,RWD,Red,5,1779,652,59,6/12/2029,POL893192,22291,Kochi,Active,5/12/2025
V0416,KL-05-WN-8172,VIN64978363581623,Eicher,Pro 2049,LNT,2025,10/4/2025,Truck,Diesel,Inline-4,3000,Manual,RWD,White,2,9935,7490,250,10/3/2030,POL794698,55034,Thrissur,Active,10/17/2029
V0417,KL-02-RF-3505,VIN56159657355287,Toyota,Corolla,1.8 G,2024,8/16/2024,Sedan,Petrol,Inline-4,1800,Automatic,FWD,Blue,5,2090,375,62,8/15/2029,POL532156,78056,Kozhikode,Active,3/3/2027
V0418,KL-06-LU-1277,VIN67722065865975,Tata,Nexon,XZ+,2023,3/28/2023,SUV,Diesel,Inline-4,1500,Manual,RWD,Red,5,1410,424,43,3/26/2028,POL690362,72025,Palakkad,Active,1/21/2025
V0419,KL-13-LA-4493,VIN92583956627222,Tata,Nexon,XZ+,2022,4/20/2022,SUV,Diesel,Inline-4,1500,Manual,RWD,Red,5,1359,682,63,4/19/2027,POL500997,102823,Kochi,Maintenance,5/12/2026
V0420,KL-05-PN-7402,VIN54754098286505,Eicher,Pro 2049,LNT,2025,7/23/2025,Truck,Diesel,Inline-4,3000,Manual,RWD,Grey,2,8036,4715,172,7/22/2030,POL405414,112151,Kozhikode,Active,4/11/2029
V0421,KL-14-VA-1162,VIN18688127315726,Eicher,Pro 2049,LNT,2020,9/11/2020,Truck,Diesel,Inline-4,3000,Manual,RWD,White,2,15813,4809,167,9/10/2025,POL185289,75927,Palakkad,Active,6/12/2023
V0422,KL-09-CU-6421,VIN55861659194398,Ashok Leyland,Boss,1415,2023,1/9/2023,Truck,Diesel,Inline-4,3800,Manual,RWD,Red,2,11632,5889,183,1/8/2028,POL669262,71103,Thrissur,Maintenance,4/5/2024
V0423,KL-13-ZY-1132,VIN67554602174250,Ashok Leyland,Boss,1415,2020,5/17/2020,Truck,Diesel,Inline-4,3800,Manual,RWD,Black,2,15278,7918,168,5/16/2025,POL293216,81688,Palakkad,Active,2/26/2023
V0424,KL-13-WT-3823,VIN83797355957368,Toyota,Corolla,1.8 G,2019,10/18/2019,Sedan,Petrol,Inline-4,1800,Automatic,FWD,Black,5,1546,411,55,10/16/2024,POL901585,146882,Kozhikode,Active,9/10/2021
V0425,KL-10-OX-7863,VIN14272196635836,Tata,Nexon,XZ+,2021,3/7/2021,SUV,Diesel,Inline-4,1500,Manual,RWD,White,5,2176,477,48,3/6/2026,POL788372,155004,Kochi,Maintenance,3/19/2023
V0426,KL-10-YP-7523,VIN52361327265196,Toyota,Corolla,1.8 G,2024,2/19/2024,Sedan,Petrol,Inline-4,1800,Automatic,FWD,Silver,5,1555,559,46,2/17/2029,POL369149,53306,Thrissur,Active,1/1/2026
V0427,KL-01-RN-1551,VIN87767187748179,Toyota,Corolla,1.8 G,2024,4/16/2024,Sedan,Petrol,Inline-4,1800,Automatic,FWD,Black,5,1870,692,59,4/15/2029,POL646706,103250,Thrissur,Active,10/24/2027
V0428,KL-12-WP-8242,VIN39963447402064,Eicher,Pro 2049,LNT,2024,8/5/2024,Truck,Diesel,Inline-4,3000,Manual,RWD,Black,2,12438,5285,165,8/4/2029,POL903428,45765,Trivandrum,Active,2/7/2025
V0429,KL-02-TO-3212,VIN32946883032707,Ashok Leyland,Boss,1415,2024,6/1/2024,Truck,Diesel,Inline-4,3800,Manual,RWD,White,2,7731,6934,160,5/31/2029,POL871263,35551,Trivandrum,Active,10/31/2026
V0430,KL-09-QT-6197,VIN26440774215035,Eicher,Pro 2049,LNT,2022,2/4/2022,Truck,Diesel,Inline-4,3000,Manual,RWD,Black,2,14781,5128,135,2/3/2027,POL114429,84568,Kochi,Active,3/14/2026
V0431,KL-02-YX-7437,VIN24852296570925,Toyota,Corolla,1.8 G,2025,10/14/2025,Sedan,Petrol,Inline-4,1800,Automatic,FWD,Silver,5,1827,380,55,10/13/2030,POL962366,142471,Kozhikode,Active,8/23/2026
V0432,KL-07-PK-5733,VIN24481092200054,Toyota,Corolla,1.8 G,2022,2/18/2022,Sedan,Petrol,Inline-4,1800,Automatic,FWD,Silver,5,1518,674,55,2/17/2027,POL883479,75006,Trivandrum,Maintenance,4/13/2025
V0433,KL-05-TH-3124,VIN67457892424902,Ashok Leyland,Boss,1415,2025,8/27/2025,Truck,Diesel,Inline-4,3800,Manual,RWD,Red,2,8170,4268,143,8/26/2030,POL857135,115061,Palakkad,Active,4/12/2026
V0434,KL-06-SW-8071,VIN49306451515241,Eicher,Pro 2049,LNT,2025,2/16/2025,Truck,Diesel,Inline-4,3000,Manual,RWD,White,2,14233,5703,209,2/15/2030,POL787208,178726,Trivandrum,Maintenance,12/3/2028
V0435,KL-10-PF-2053,VIN82211661491699,Toyota,Corolla,1.8 G,2021,5/28/2021,Sedan,Petrol,Inline-4,1800,Automatic,FWD,Red,5,1602,478,40,5/27/2026,POL156668,176837,Thrissur,Active,3/2/2025
V0436,KL-02-HE-9225,VIN44720933889968,Mahindra,Scorpio N,Z8,2024,6/3/2024,SUV,Diesel,Inline-4,2200,Automatic,RWD,White,5,1758,328,54,6/2/2029,POL584402,142155,Kochi,Active,4/3/2026
V0437,KL-02-KA-4945,VIN42345077131943,Eicher,Pro 2049,LNT,2022,2/20/2022,Truck,Diesel,Inline-4,3000,Manual,RWD,Grey,2,15660,4420,196,2/19/2027,POL745444,36556,Palakkad,Active,9/20/2022
V0438,KL-01-TS-2817,VIN32786713592212,Eicher,Pro 2049,LNT,2024,3/4/2024,Truck,Diesel,Inline-4,3000,Manual,RWD,Silver,2,10247,3238,124,3/3/2029,POL490085,89953,Palakkad,Active,10/2/2026
V0439,KL-10-PR-5746,VIN65419390318987,Tata,Nexon,XZ+,2021,9/11/2021,SUV,Diesel,Inline-4,1500,Manual,RWD,Silver,5,1390,611,52,9/10/2026,POL684902,112487,Kochi,Maintenance,8/30/2023
V0440,KL-07-AZ-3143,VIN10072334380434,Ashok Leyland,Boss,1415,2020,3/27/2020,Truck,Diesel,Inline-4,3800,Manual,RWD,Red,2,13709,3331,165,3/26/2025,POL737835,123461,Thrissur,Active,5/7/2021
V0441,KL-09-MB-1643,VIN48724518401055,Toyota,Hilux,2.8 GD,2022,4/5/2022,Pickup,Diesel,Inline-4,2800,Manual,RWD,White,5,1948,541,45,4/4/2027,POL371696,130674,Palakkad,Active,7/28/2025
V0442,KL-12-EE-3867,VIN80416982929642,Eicher,Pro 2049,LNT,2019,2/20/2019,Truck,Diesel,Inline-4,3000,Manual,RWD,Red,2,10738,7676,247,2/19/2024,POL410207,149409,Kochi,Active,2/6/2020
V0443,KL-08-RM-2328,VIN92080579718332,Toyota,Hilux,2.8 GD,2025,3/14/2025,Pickup,Diesel,Inline-4,2800,Manual,RWD,Silver,5,1574,569,44,3/13/2030,POL193828,15793,Thrissur,Active,9/23/2027
V0444,KL-01-DD-7608,VIN73803630676606,Toyota,Corolla,1.8 G,2024,4/21/2024,Sedan,Petrol,Inline-4,1800,Automatic,FWD,Grey,5,2007,321,56,4/20/2029,POL693597,168621,Trivandrum,Active,12/16/2026
V0445,KL-01-LF-3641,VIN51951770971919,Ashok Leyland,Boss,1415,2025,1/12/2025,Truck,Diesel,Inline-4,3800,Manual,RWD,Grey,2,13597,4386,151,1/11/2030,POL472331,59650,Kozhikode,Maintenance,4/13/2028
V0446,KL-01-II-6696,VIN96624610286018,Eicher,Pro 2049,LNT,2020,12/12/2020,Truck,Diesel,Inline-4,3000,Manual,RWD,Red,2,10865,7273,228,12/11/2025,POL618675,162008,Trivandrum,Active,2/21/2023
V0447,KL-01-ST-4177,VIN67495793615385,Eicher,Pro 2049,LNT,2022,3/14/2022,Truck,Diesel,Inline-4,3000,Manual,RWD,Silver,2,13668,5212,172,3/13/2027,POL123980,29321,Kochi,Active,10/23/2025
V0448,KL-04-TW-2228,VIN47101948760095,Ashok Leyland,Boss,1415,2023,4/26/2023,Truck,Diesel,Inline-4,3800,Manual,RWD,Red,2,10191,6309,197,4/24/2028,POL821339,140865,Kozhikode,Active,4/20/2024
V0449,KL-02-CS-2262,VIN92705779813255,Toyota,Corolla,1.8 G,2019,1/9/2019,Sedan,Petrol,Inline-4,1800,Automatic,FWD,Red,5,2021,663,61,1/8/2024,POL885418,135241,Palakkad,Active,10/25/2021
V0450,KL-13-KQ-3371,VIN62272436773385,Toyota,Corolla,1.8 G,2021,11/27/2021,Sedan,Petrol,Inline-4,1800,Automatic,FWD,Black,5,1340,669,40,11/26/2026,POL367984,149663,Thrissur,Maintenance,10/24/2025
V0451,KL-03-LQ-4445,VIN77805369763786,Toyota,Corolla,1.8 G,2022,3/23/2022,Sedan,Petrol,Inline-4,1800,Automatic,FWD,Blue,5,1833,444,44,3/22/2027,POL651733,157982,Kozhikode,Active,12/8/2024
V0452,KL-05-GN-7639,VIN54049934561022,Eicher,Pro 2049,LNT,2024,11/27/2024,Truck,Diesel,Inline-4,3000,Manual,RWD,Blue,2,11895,4070,217,11/26/2029,POL806578,7908,Palakkad,Active,3/15/2027
